subscriber_id,signup_date_key,signup_date,country_id,region_id,current_plan_id,primary_device_id,acquisition_channel,subscriber_status,churn_date_key,tenure_months,extra_members_count,estimated_ltv_usd
103880,20250902,2025-09-02,1,1,4,6,ISP / Telco Bundle,Churned,20251104.0,2,0,30.98
103881,20200511,2020-05-11,1,1,2,1,Referral,Churned,20200804.0,3,0,29.97
103882,20251127,2025-11-27,1,1,3,6,Organic Word of Mouth,Active,,1,0,6.99
103883,20250314,2025-03-14,17,3,4,3,Organic Word of Mouth,Active,,9,0,139.41
103884,20210302,2021-03-02,7,2,4,5,Referral,Active,,57,0,882.93
103885,20240721,2024-07-21,14,3,1,1,Smart TV Pre-install,Churned,20241004.0,3,0,14.97
103886,20220224,2022-02-24,7,2,5,6,Social Media Campaign,Active,,46,0,1057.54
103887,20250626,2025-06-26,1,1,4,1,Organic Word of Mouth,Active,,6,0,92.94
103888,20230502,2023-05-02,14,3,3,2,Social Media Campaign,Active,,31,0,216.69
103889,20250725,2025-07-25,1,1,4,4,Organic Word of Mouth,Active,,5,0,77.45
103890,20210402,2021-04-02,7,2,5,2,ISP / Telco Bundle,Churned,20240225.0,34,0,781.66
103891,20200629,2020-06-29,1,1,4,1,Organic Word of Mouth,Active,,66,0,1022.34
103892,20210729,2021-07-29,7,2,5,2,Referral,Active,,53,0,1218.47
103893,20220910,2022-09-10,23,4,2,1,Social Media Campaign,Churned,20250727.0,34,0,339.66
103894,20221012,2022-10-12,24,4,4,3,Search & SEO,Active,,38,0,588.62
103895,20210804,2021-08-04,1,1,5,4,Organic Word of Mouth,Churned,20230521.0,21,0,482.79
103896,20200121,2020-01-21,18,4,4,5,Smart TV Pre-install,Active,,71,0,1099.79
103897,20230531,2023-05-31,9,2,4,1,Search & SEO,Active,,31,0,480.19
103898,20220725,2022-07-25,2,1,4,3,Organic Word of Mouth,Active,,41,0,635.09
103899,20220325,2022-03-25,1,1,4,1,Organic Word of Mouth,Churned,20250426.0,37,0,573.13
103900,20201008,2020-10-08,5,2,5,3,Organic Word of Mouth,Churned,20210329.0,5,0,114.95
103901,20230405,2023-04-05,20,4,1,1,Organic Word of Mouth,Churned,20250101.0,21,0,104.79
103902,20200404,2020-04-04,22,4,5,1,ISP / Telco Bundle,Active,,68,0,1563.32
103903,20240323,2024-03-23,1,1,4,5,Search & SEO,Churned,20251024.0,19,0,294.31
103904,20240323,2024-03-23,1,1,4,3,Social Media Campaign,Active,,21,0,325.29
103905,20200717,2020-07-17,9,2,4,5,Search & SEO,Active,,65,0,1006.85
103906,20220429,2022-04-29,1,1,2,1,Organic Word of Mouth,Churned,20220617.0,2,0,19.98
103907,20200214,2020-02-14,13,3,4,1,Organic Word of Mouth,Churned,20250913.0,67,0,1037.83
103908,20250729,2025-07-29,1,1,4,2,Social Media Campaign,Active,,5,0,77.45
103909,20210126,2021-01-26,3,2,2,1,Social Media Campaign,Active,,59,0,589.41
103910,20240705,2024-07-05,20,4,5,1,Organic Word of Mouth,Active,,17,0,390.83
103911,20220619,2022-06-19,1,1,4,3,Social Media Campaign,Churned,20240603.0,24,0,371.76
103912,20220306,2022-03-06,18,4,2,1,Organic Word of Mouth,Active,,45,0,449.55
103913,20220925,2022-09-25,6,2,5,1,Referral,Active,,39,0,896.61
103914,20200211,2020-02-11,22,4,4,4,Search & SEO,Churned,20241217.0,58,0,898.42
103915,20230408,2023-04-08,23,4,3,1,Social Media Campaign,Active,,32,0,223.68
103916,20200508,2020-05-08,23,4,5,2,Referral,Churned,20201125.0,6,0,137.94
103917,20250717,2025-07-17,9,2,4,1,Organic Word of Mouth,Active,,5,0,77.45
103918,20250816,2025-08-16,5,2,4,1,Organic Word of Mouth,Active,,4,0,61.96
103919,20240209,2024-02-09,18,4,1,4,Smart TV Pre-install,Active,,22,0,109.78
103920,20250113,2025-01-13,1,1,5,4,Smart TV Pre-install,Active,,11,0,252.89
103921,20250620,2025-06-20,13,3,4,1,Organic Word of Mouth,Active,,6,0,92.94
103922,20201021,2020-10-21,10,2,4,1,ISP / Telco Bundle,Churned,20230630.0,32,0,495.68
103923,20250309,2025-03-09,19,4,3,1,Smart TV Pre-install,Churned,20250629.0,3,0,20.97
103924,20250929,2025-09-29,10,2,4,1,Organic Word of Mouth,Active,,3,0,46.47
103925,20210828,2021-08-28,1,1,4,1,Organic Word of Mouth,Active,,52,0,805.48
103926,20200830,2020-08-30,1,1,4,1,Organic Word of Mouth,Churned,20230609.0,34,0,526.66
103927,20220212,2022-02-12,3,2,2,2,Search & SEO,Churned,20250127.0,35,0,349.65
103928,20240713,2024-07-13,20,4,4,3,Social Media Campaign,Churned,20241212.0,5,0,77.45
103929,20210827,2021-08-27,13,3,5,3,Search & SEO,Active,,52,0,1195.48
103930,20250201,2025-02-01,20,4,3,3,ISP / Telco Bundle,Churned,20250625.0,4,0,27.96
103931,20250706,2025-07-06,14,3,4,3,Search & SEO,Churned,20251206.0,5,0,77.45
103932,20220613,2022-06-13,1,1,5,5,Social Media Campaign,Churned,20230420.0,10,0,229.9
103933,20231224,2023-12-24,1,1,3,3,Organic Word of Mouth,Active,,24,0,167.76
103934,20200730,2020-07-30,1,1,5,1,Social Media Campaign,Active,,65,0,1494.35
103935,20250910,2025-09-10,1,1,4,1,Smart TV Pre-install,Active,,3,0,46.47
103936,20230122,2023-01-22,20,4,4,1,Search & SEO,Active,,35,0,542.15
103937,20230504,2023-05-04,6,2,3,2,ISP / Telco Bundle,Churned,20251103.0,30,0,209.7
103938,20240811,2024-08-11,4,2,5,2,Organic Word of Mouth,Active,,16,0,367.84
103939,20240504,2024-05-04,1,1,5,1,Referral,Active,,19,0,436.81
103940,20241111,2024-11-11,3,2,4,2,Organic Word of Mouth,Active,,13,0,201.37
103941,20220531,2022-05-31,1,1,4,1,Referral,Churned,20230812.0,15,0,232.35
103942,20230911,2023-09-11,15,3,3,2,Organic Word of Mouth,Churned,20240403.0,7,0,48.93
103943,20240412,2024-04-12,1,1,4,1,Referral,Active,,20,0,309.8
103944,20240229,2024-02-29,16,3,3,3,Organic Word of Mouth,Churned,20251210.0,22,0,153.78
103945,20220411,2022-04-11,13,3,4,2,Organic Word of Mouth,Churned,20240722.0,27,0,418.23
103946,20200718,2020-07-18,13,3,4,2,Smart TV Pre-install,Churned,20220507.0,22,0,340.78
103947,20230212,2023-02-12,1,1,4,2,Referral,Active,,34,0,526.66
103948,20250816,2025-08-16,1,1,2,3,Organic Word of Mouth,Active,,4,0,39.96
103949,20250304,2025-03-04,1,1,2,1,Organic Word of Mouth,Active,,9,0,89.91
103950,20240408,2024-04-08,8,2,4,3,Search & SEO,Churned,20241210.0,8,0,123.92
103951,20240918,2024-09-18,1,1,4,1,Search & SEO,Active,,15,2,472.05
103952,20210228,2021-02-28,20,4,4,4,Organic Word of Mouth,Churned,20251128.0,57,0,882.93
103953,20210815,2021-08-15,1,1,5,2,Organic Word of Mouth,Active,,52,0,1195.48
103954,20231229,2023-12-29,1,1,5,2,Organic Word of Mouth,Active,,24,0,551.76
103955,20201022,2020-10-22,2,1,5,2,Organic Word of Mouth,Active,,62,0,1425.38
103956,20241116,2024-11-16,5,2,2,4,Search & SEO,Active,,13,0,129.87
103957,20250206,2025-02-06,18,4,5,1,Smart TV Pre-install,Active,,10,0,229.9
103958,20231214,2023-12-14,20,4,4,2,Social Media Campaign,Active,,24,1,563.52
103959,20250923,2025-09-23,1,1,3,1,Social Media Campaign,Active,,3,0,20.97
103960,20250804,2025-08-04,1,1,4,1,ISP / Telco Bundle,Active,,4,2,125.88
103961,20251214,2025-12-14,15,3,5,2,Organic Word of Mouth,Active,,1,0,22.99
103962,20251107,2025-11-07,13,3,4,6,Social Media Campaign,Active,,1,0,15.49
103963,20220402,2022-04-02,20,4,2,1,Smart TV Pre-install,Active,,44,0,439.56
103964,20240316,2024-03-16,14,3,4,3,Search & SEO,Churned,20250427.0,13,0,201.37
103965,20200315,2020-03-15,1,1,1,1,Referral,Active,,69,0,344.31
103966,20251112,2025-11-12,4,2,3,1,Organic Word of Mouth,Active,,1,0,6.99
103967,20250527,2025-05-27,2,1,1,3,Social Media Campaign,Active,,7,0,34.93
103968,20221005,2022-10-05,14,3,2,2,Search & SEO,Churned,20241023.0,24,0,239.76
103969,20220330,2022-03-30,1,1,4,2,Organic Word of Mouth,Active,,45,0,697.05
103970,20240612,2024-06-12,1,1,3,3,Organic Word of Mouth,Active,,18,0,125.82
103971,20251216,2025-12-16,1,1,4,1,Smart TV Pre-install,Active,,1,1,23.48
103972,20200128,2020-01-28,1,1,1,2,Social Media Campaign,Active,,71,0,354.29
103973,20210807,2021-08-07,13,3,4,1,Organic Word of Mouth,Active,,52,0,805.48
103974,20220420,2022-04-20,1,1,4,1,Social Media Campaign,Active,,44,0,681.56
103975,20250301,2025-03-01,1,1,4,3,Organic Word of Mouth,Active,,9,0,139.41
103976,20250326,2025-03-26,1,1,2,3,Search & SEO,Churned,20250428.0,1,0,9.99
103977,20230818,2023-08-18,1,1,1,1,Organic Word of Mouth,Churned,20240820.0,12,0,59.88
103978,20210122,2021-01-22,6,2,4,3,Social Media Campaign,Active,,59,0,913.91
103979,20230423,2023-04-23,20,4,4,1,Social Media Campaign,Active,,32,0,495.68
103980,20200707,2020-07-07,8,2,5,1,Referral,Active,,65,0,1494.35
103981,20201102,2020-11-02,1,1,2,3,Social Media Campaign,Active,,61,0,609.39
103982,20200817,2020-08-17,14,3,4,3,Organic Word of Mouth,Active,,64,0,991.36
103983,20201122,2020-11-22,1,1,2,2,Organic Word of Mouth,Active,,61,0,609.39
103984,20250808,2025-08-08,1,1,3,3,Organic Word of Mouth,Active,,4,0,27.96
103985,20230621,2023-06-21,4,2,3,1,Social Media Campaign,Active,,30,0,209.7
103986,20231128,2023-11-28,2,1,3,5,Social Media Campaign,Active,,25,0,174.75
103987,20220316,2022-03-16,1,1,2,3,Smart TV Pre-install,Active,,45,0,449.55
103988,20220331,2022-03-31,1,1,4,2,Organic Word of Mouth,Active,,45,0,697.05
103989,20200119,2020-01-19,20,4,4,3,Organic Word of Mouth,Churned,20231030.0,45,0,697.05
103990,20240112,2024-01-12,14,3,3,2,Smart TV Pre-install,Churned,20250127.0,12,0,83.88
103991,20240628,2024-06-28,1,1,3,6,Organic Word of Mouth,Active,,18,0,125.82
103992,20210803,2021-08-03,1,1,5,3,Search & SEO,Active,,52,0,1195.48
103993,20241203,2024-12-03,6,2,4,5,Smart TV Pre-install,Active,,12,1,281.76
103994,20220818,2022-08-18,1,1,2,1,Organic Word of Mouth,Churned,20240401.0,20,0,199.8
103995,20240712,2024-07-12,18,4,4,2,Social Media Campaign,Active,,17,0,263.33
103996,20210708,2021-07-08,3,2,5,2,Organic Word of Mouth,Churned,20241102.0,40,0,919.6
103997,20201011,2020-10-11,12,2,1,3,Smart TV Pre-install,Active,,62,0,309.38
103998,20200226,2020-02-26,1,1,2,2,Social Media Campaign,Churned,20221212.0,34,0,339.66
103999,20240119,2024-01-19,1,1,4,5,Social Media Campaign,Active,,23,0,356.27
104000,20220711,2022-07-11,4,2,1,1,Organic Word of Mouth,Churned,20251016.0,39,0,194.61
104001,20220422,2022-04-22,1,1,5,3,Referral,Active,,44,0,1011.56
104002,20210727,2021-07-27,1,1,5,3,Search & SEO,Churned,20251008.0,51,0,1172.49
104003,20210605,2021-06-05,1,1,4,1,Organic Word of Mouth,Active,,54,0,836.46
104004,20220825,2022-08-25,1,1,1,1,ISP / Telco Bundle,Active,,40,0,199.6
104005,20240402,2024-04-02,1,1,4,3,Organic Word of Mouth,Active,,20,0,309.8
104006,20221223,2022-12-23,15,3,3,2,Search & SEO,Active,,36,0,251.64
104007,20201219,2020-12-19,1,1,1,1,Social Media Campaign,Churned,20210510.0,5,0,24.95
104008,20220124,2022-01-24,1,1,5,1,Social Media Campaign,Active,,47,0,1080.53
104009,20240830,2024-08-30,1,1,4,1,Search & SEO,Churned,20250421.0,8,0,123.92
104010,20211201,2021-12-01,3,2,5,2,Organic Word of Mouth,Churned,20240312.0,27,0,620.73
104011,20200822,2020-08-22,11,2,4,6,Organic Word of Mouth,Active,,64,0,991.36
104012,20230928,2023-09-28,1,1,3,2,Search & SEO,Churned,20251115.0,26,0,181.74
104013,20220210,2022-02-10,8,2,2,2,Smart TV Pre-install,Churned,20250225.0,36,0,359.64
104014,20250804,2025-08-04,4,2,1,1,Organic Word of Mouth,Active,,4,0,19.96
104015,20210620,2021-06-20,9,2,2,3,Smart TV Pre-install,Active,,54,0,539.46
104016,20200623,2020-06-23,13,3,1,2,Search & SEO,Churned,20210806.0,14,0,69.86
104017,20220510,2022-05-10,10,2,5,1,ISP / Telco Bundle,Churned,20251122.0,42,0,965.58
104018,20240302,2024-03-02,1,1,5,2,Search & SEO,Active,,21,0,482.79
104019,20240421,2024-04-21,19,4,4,4,Smart TV Pre-install,Active,,20,0,309.8
104020,20240918,2024-09-18,1,1,3,1,Social Media Campaign,Active,,15,0,104.85
104021,20201222,2020-12-22,1,1,5,1,Search & SEO,Churned,20250108.0,49,0,1126.51
104022,20230527,2023-05-27,22,4,5,2,Social Media Campaign,Active,,31,0,712.69
104023,20230503,2023-05-03,1,1,5,1,Social Media Campaign,Active,,31,0,712.69
104024,20250719,2025-07-19,5,2,3,2,Search & SEO,Active,,5,0,34.95
104025,20220401,2022-04-01,1,1,5,1,Organic Word of Mouth,Active,,44,0,1011.56
104026,20200128,2020-01-28,15,3,4,1,Smart TV Pre-install,Active,,71,0,1099.79
104027,20240407,2024-04-07,3,2,4,1,Smart TV Pre-install,Active,,20,0,309.8
104028,20221017,2022-10-17,1,1,5,1,Organic Word of Mouth,Active,,38,0,873.62
104029,20250901,2025-09-01,16,3,3,2,Search & SEO,Active,,3,0,20.97
104030,20210406,2021-04-06,1,1,2,3,Referral,Churned,20250429.0,48,0,479.52
104031,20211004,2021-10-04,12,2,2,2,Search & SEO,Active,,50,0,499.5
104032,20250919,2025-09-19,19,4,5,2,Search & SEO,Active,,3,0,68.97
104033,20240814,2024-08-14,3,2,5,2,Organic Word of Mouth,Active,,16,0,367.84
104034,20210201,2021-02-01,7,2,2,3,Social Media Campaign,Active,,58,0,579.42
104035,20241114,2024-11-14,1,1,3,2,Smart TV Pre-install,Active,,13,0,90.87
104036,20200601,2020-06-01,14,3,2,2,Smart TV Pre-install,Active,,66,0,659.34
104037,20220519,2022-05-19,1,1,2,1,Organic Word of Mouth,Churned,20250413.0,35,0,349.65
104038,20250603,2025-06-03,15,3,5,1,Organic Word of Mouth,Active,,6,0,137.94
104039,20230328,2023-03-28,3,2,5,3,Organic Word of Mouth,Active,,33,0,758.67
104040,20220925,2022-09-25,1,1,2,1,ISP / Telco Bundle,Active,,39,0,389.61
104041,20210407,2021-04-07,1,1,5,1,Organic Word of Mouth,Active,,56,0,1287.44
104042,20251227,2025-12-27,1,1,3,3,Organic Word of Mouth,Active,,1,0,6.99
104043,20250629,2025-06-29,13,3,4,3,ISP / Telco Bundle,Active,,6,0,92.94
104044,20220902,2022-09-02,2,1,4,1,Organic Word of Mouth,Churned,20231109.0,14,0,216.86
104045,20220508,2022-05-08,1,1,4,6,Search & SEO,Active,,43,0,666.07
104046,20230725,2023-07-25,18,4,1,6,Organic Word of Mouth,Active,,29,0,144.71
104047,20200105,2020-01-05,14,3,1,2,Organic Word of Mouth,Churned,20220610.0,29,0,144.71
104048,20210719,2021-07-19,15,3,4,1,Smart TV Pre-install,Active,,53,0,820.97
104049,20250220,2025-02-20,5,2,5,4,Search & SEO,Active,,10,2,389.7
104050,20201126,2020-11-26,1,1,5,1,Referral,Churned,20251214.0,61,0,1402.39
104051,20250410,2025-04-10,1,1,3,3,Organic Word of Mouth,Active,,8,0,55.92
104052,20200213,2020-02-13,5,2,4,3,Organic Word of Mouth,Active,,70,0,1084.3
104053,20210603,2021-06-03,3,2,2,1,Organic Word of Mouth,Active,,54,0,539.46
104054,20210217,2021-02-17,1,1,2,2,Organic Word of Mouth,Churned,20230514.0,27,0,269.73
104055,20240919,2024-09-19,1,1,4,1,Social Media Campaign,Active,,15,0,232.35
104056,20250709,2025-07-09,3,2,4,5,Organic Word of Mouth,Active,,5,0,77.45
104057,20210626,2021-06-26,1,1,2,1,Search & SEO,Active,,54,0,539.46
104058,20240415,2024-04-15,1,1,1,4,Smart TV Pre-install,Active,,20,0,99.8
104059,20201226,2020-12-26,15,3,4,1,Organic Word of Mouth,Churned,20230508.0,29,0,449.21
104060,20210110,2021-01-10,1,1,4,1,Social Media Campaign,Active,,59,0,913.91
104061,20230615,2023-06-15,7,2,4,2,Search & SEO,Active,,30,0,464.7
104062,20230712,2023-07-12,16,3,3,1,Smart TV Pre-install,Churned,20240724.0,12,0,83.88
104063,20240730,2024-07-30,5,2,1,1,Search & SEO,Active,,17,0,84.83
104064,20230626,2023-06-26,6,2,3,1,Smart TV Pre-install,Churned,20250201.0,20,0,139.8
104065,20250609,2025-06-09,13,3,3,1,Referral,Active,,6,0,41.94
104066,20220720,2022-07-20,1,1,2,4,Social Media Campaign,Active,,41,0,409.59
104067,20230405,2023-04-05,3,2,4,4,Search & SEO,Active,,32,0,495.68
104068,20201129,2020-11-29,8,2,5,3,Organic Word of Mouth,Churned,20231002.0,35,0,804.65
104069,20220626,2022-06-26,1,1,4,3,ISP / Telco Bundle,Churned,20250924.0,39,0,604.11
104070,20220203,2022-02-03,13,3,4,1,Organic Word of Mouth,Churned,20240726.0,29,0,449.21
104071,20210711,2021-07-11,1,1,4,1,Smart TV Pre-install,Churned,20240406.0,33,0,511.17
104072,20200314,2020-03-14,2,1,2,1,Referral,Churned,20220624.0,27,0,269.73
104073,20230615,2023-06-15,1,1,5,1,Search & SEO,Active,,30,2,1169.1
104074,20230105,2023-01-05,2,1,4,1,Social Media Campaign,Active,,35,0,542.15
104075,20220712,2022-07-12,5,2,4,1,Search & SEO,Churned,20221118.0,4,0,61.96
104076,20250504,2025-05-04,10,2,5,2,Search & SEO,Active,,7,1,216.86
104077,20210120,2021-01-20,1,1,5,1,Organic Word of Mouth,Active,,59,0,1356.41
104078,20201229,2020-12-29,20,4,4,2,Organic Word of Mouth,Active,,60,0,929.4
104079,20210315,2021-03-15,4,2,1,1,Social Media Campaign,Active,,57,0,284.43
104080,20220119,2022-01-19,5,2,4,1,Organic Word of Mouth,Churned,20220418.0,3,0,46.47
104081,20250918,2025-09-18,1,1,3,1,Organic Word of Mouth,Active,,3,0,20.97
104082,20220421,2022-04-21,18,4,1,1,Organic Word of Mouth,Active,,44,0,219.56
104083,20250227,2025-02-27,12,2,1,3,Search & SEO,Active,,10,0,49.9
104084,20251204,2025-12-04,19,4,4,1,Organic Word of Mouth,Active,,1,2,31.47
104085,20220704,2022-07-04,4,2,5,2,Organic Word of Mouth,Active,,41,0,942.59
104086,20200804,2020-08-04,1,1,5,1,Organic Word of Mouth,Churned,20201118.0,3,0,68.97
104087,20210102,2021-01-02,16,3,1,2,ISP / Telco Bundle,Active,,59,0,294.41
104088,20251120,2025-11-20,1,1,4,1,Organic Word of Mouth,Active,,1,0,15.49
104089,20200215,2020-02-15,20,4,5,1,ISP / Telco Bundle,Active,,70,0,1609.3
104090,20251023,2025-10-23,3,2,1,5,Search & SEO,Active,,2,0,9.98
104091,20210715,2021-07-15,23,4,1,1,Social Media Campaign,Active,,53,0,264.47
104092,20210201,2021-02-01,1,1,4,1,Organic Word of Mouth,Active,,58,0,898.42
104093,20231202,2023-12-02,5,2,4,1,Search & SEO,Active,,24,1,563.52
104094,20251114,2025-11-14,3,2,4,2,Organic Word of Mouth,Active,,1,0,15.49
104095,20250929,2025-09-29,1,1,4,3,ISP / Telco Bundle,Active,,3,0,46.47
104096,20211225,2021-12-25,5,2,2,1,Organic Word of Mouth,Active,,48,0,479.52
104097,20231005,2023-10-05,3,2,5,2,Search & SEO,Active,,26,0,597.74
104098,20240312,2024-03-12,22,4,4,1,Search & SEO,Active,,21,0,325.29
104099,20231211,2023-12-11,4,2,3,3,Search & SEO,Churned,20240316.0,3,0,20.97
104100,20211217,2021-12-17,1,1,5,1,Organic Word of Mouth,Active,,48,0,1103.52
104101,20230704,2023-07-04,1,1,1,1,Smart TV Pre-install,Active,,29,0,144.71
104102,20220718,2022-07-18,21,4,4,1,Smart TV Pre-install,Churned,20231127.0,16,0,247.84
104103,20200502,2020-05-02,1,1,5,1,Search & SEO,Churned,20250601.0,61,0,1402.39
104104,20201203,2020-12-03,20,4,4,1,ISP / Telco Bundle,Active,,60,0,929.4
104105,20220504,2022-05-04,21,4,5,3,Organic Word of Mouth,Active,,43,0,988.57
104106,20230406,2023-04-06,13,3,4,1,Search & SEO,Churned,20250328.0,23,0,356.27
104107,20250824,2025-08-24,20,4,5,2,Organic Word of Mouth,Active,,4,1,123.92
104108,20200915,2020-09-15,1,1,4,1,Organic Word of Mouth,Active,,63,0,975.87
104109,20230917,2023-09-17,1,1,4,1,ISP / Telco Bundle,Churned,20251002.0,25,0,387.25
104110,20200625,2020-06-25,1,1,5,3,Referral,Churned,20250731.0,61,0,1402.39
104111,20240309,2024-03-09,15,3,4,1,Smart TV Pre-install,Active,,21,0,325.29
104112,20250329,2025-03-29,1,1,4,1,Organic Word of Mouth,Active,,9,0,139.41
104113,20250406,2025-04-06,4,2,4,1,Organic Word of Mouth,Active,,8,0,123.92
104114,20250518,2025-05-18,3,2,3,1,Organic Word of Mouth,Active,,7,0,48.93
104115,20251112,2025-11-12,21,4,3,1,Social Media Campaign,Active,,1,0,6.99
104116,20210110,2021-01-10,1,1,5,5,Search & SEO,Active,,59,0,1356.41
104117,20200703,2020-07-03,14,3,5,1,ISP / Telco Bundle,Active,,65,0,1494.35
104118,20250224,2025-02-24,18,4,4,2,Organic Word of Mouth,Active,,10,0,154.9
104119,20230612,2023-06-12,1,1,5,1,Search & SEO,Churned,20231207.0,6,0,137.94
104120,20210618,2021-06-18,4,2,4,2,ISP / Telco Bundle,Active,,54,0,836.46
104121,20240120,2024-01-20,1,1,3,1,Smart TV Pre-install,Active,,23,0,160.77
104122,20251208,2025-12-08,22,4,1,1,Referral,Active,,1,0,4.99
104123,20250816,2025-08-16,1,1,3,4,Organic Word of Mouth,Active,,4,0,27.96
104124,20210222,2021-02-22,1,1,5,1,Organic Word of Mouth,Churned,20251227.0,58,0,1333.42
104125,20230613,2023-06-13,1,1,5,3,Social Media Campaign,Active,,30,0,689.7
104126,20221027,2022-10-27,4,2,5,1,ISP / Telco Bundle,Active,,38,0,873.62
104127,20200322,2020-03-22,12,2,5,2,Search & SEO,Active,,69,0,1586.31
104128,20240719,2024-07-19,19,4,3,2,ISP / Telco Bundle,Active,,17,0,118.83
104129,20200307,2020-03-07,13,3,4,3,Organic Word of Mouth,Churned,20220715.0,28,0,433.72
104130,20200606,2020-06-06,1,1,5,3,Search & SEO,Churned,20250610.0,60,0,1379.4
104131,20221203,2022-12-03,4,2,1,2,Referral,Active,,36,0,179.64
104132,20230528,2023-05-28,3,2,5,2,Social Media Campaign,Active,,31,0,712.69
104133,20240922,2024-09-22,13,3,5,4,Smart TV Pre-install,Active,,15,0,344.85
104134,20250906,2025-09-06,12,2,3,1,Organic Word of Mouth,Active,,3,0,20.97
104135,20231104,2023-11-04,1,1,5,3,Social Media Campaign,Churned,20251206.0,25,0,574.75
104136,20251018,2025-10-18,1,1,3,2,Organic Word of Mouth,Active,,2,0,13.98
104137,20240619,2024-06-19,2,1,3,6,Organic Word of Mouth,Churned,20250602.0,12,0,83.88
104138,20251227,2025-12-27,1,1,3,6,Search & SEO,Active,,1,0,6.99
104139,20230620,2023-06-20,1,1,5,1,Organic Word of Mouth,Active,,30,2,1169.1
104140,20220918,2022-09-18,14,3,4,1,Search & SEO,Churned,20240406.0,19,0,294.31
104141,20230317,2023-03-17,18,4,3,5,Referral,Active,,33,0,230.67
104142,20240630,2024-06-30,1,1,4,1,Social Media Campaign,Churned,20250525.0,11,0,170.39
104143,20200411,2020-04-11,3,2,4,4,Search & SEO,Active,,68,0,1053.32
104144,20210103,2021-01-03,19,4,4,1,Social Media Campaign,Active,,59,0,913.91
104145,20220612,2022-06-12,1,1,4,1,Organic Word of Mouth,Churned,20250522.0,35,0,542.15
104146,20240707,2024-07-07,6,2,4,2,Organic Word of Mouth,Active,,17,0,263.33
104147,20240628,2024-06-28,7,2,4,3,ISP / Telco Bundle,Active,,18,0,278.82
104148,20220319,2022-03-19,4,2,2,3,Search & SEO,Active,,45,0,449.55
104149,20200909,2020-09-09,1,1,4,1,Referral,Active,,63,0,975.87
104150,20230812,2023-08-12,15,3,5,2,Search & SEO,Churned,20241014.0,14,0,321.86
104151,20240904,2024-09-04,1,1,3,2,Organic Word of Mouth,Active,,15,0,104.85
104152,20240510,2024-05-10,1,1,4,4,ISP / Telco Bundle,Active,,19,1,446.12
104153,20220302,2022-03-02,4,2,2,4,ISP / Telco Bundle,Active,,45,0,449.55
104154,20221017,2022-10-17,12,2,1,1,Referral,Churned,20240413.0,18,0,89.82
104155,20220312,2022-03-12,1,1,2,5,Organic Word of Mouth,Active,,45,0,449.55
104156,20250627,2025-06-27,18,4,4,1,Social Media Campaign,Active,,6,0,92.94
104157,20240720,2024-07-20,19,4,4,4,Smart TV Pre-install,Active,,17,0,263.33
104158,20200804,2020-08-04,18,4,4,4,Organic Word of Mouth,Active,,64,0,991.36
104159,20200708,2020-07-08,10,2,2,3,ISP / Telco Bundle,Active,,65,0,649.35
104160,20200928,2020-09-28,7,2,4,3,Social Media Campaign,Active,,63,0,975.87
104161,20200826,2020-08-26,1,1,2,1,Organic Word of Mouth,Churned,20231231.0,40,0,399.6
104162,20201226,2020-12-26,7,2,2,1,Smart TV Pre-install,Active,,60,0,599.4
104163,20240713,2024-07-13,13,3,2,1,Search & SEO,Active,,17,0,169.83
104164,20240809,2024-08-09,1,1,1,1,Organic Word of Mouth,Active,,16,0,79.84
104165,20230412,2023-04-12,3,2,4,1,Organic Word of Mouth,Churned,20240808.0,16,0,247.84
104166,20231129,2023-11-29,19,4,5,1,Organic Word of Mouth,Churned,20250429.0,17,0,390.83
104167,20230723,2023-07-23,2,1,3,1,Organic Word of Mouth,Active,,29,0,202.71
104168,20221121,2022-11-21,3,2,4,2,ISP / Telco Bundle,Churned,20240714.0,20,0,309.8
104169,20220419,2022-04-19,8,2,4,2,ISP / Telco Bundle,Active,,44,0,681.56
104170,20220512,2022-05-12,4,2,5,1,Organic Word of Mouth,Churned,20251003.0,41,0,942.59
104171,20210722,2021-07-22,1,1,2,1,Referral,Active,,53,0,529.47
104172,20221219,2022-12-19,1,1,1,2,ISP / Telco Bundle,Active,,36,0,179.64
104173,20231012,2023-10-12,16,3,4,1,Smart TV Pre-install,Active,,26,0,402.74
104174,20251221,2025-12-21,1,1,4,1,Smart TV Pre-install,Active,,1,2,31.47
104175,20230503,2023-05-03,13,3,1,1,Organic Word of Mouth,Active,,31,0,154.69
104176,20210327,2021-03-27,2,1,5,1,Smart TV Pre-install,Active,,57,0,1310.43
104177,20200817,2020-08-17,5,2,2,1,ISP / Telco Bundle,Active,,64,0,639.36
104178,20210902,2021-09-02,8,2,4,1,Referral,Active,,51,0,789.99
104179,20220926,2022-09-26,4,2,2,1,ISP / Telco Bundle,Churned,20230412.0,7,0,69.93
104180,20211110,2021-11-10,3,2,5,2,Smart TV Pre-install,Churned,20220120.0,2,0,45.98
104181,20210703,2021-07-03,18,4,5,1,Organic Word of Mouth,Active,,53,0,1218.47
104182,20200808,2020-08-08,6,2,4,2,Organic Word of Mouth,Churned,20220717.0,23,0,356.27
104183,20240307,2024-03-07,14,3,4,2,Organic Word of Mouth,Active,,21,1,493.08
104184,20231204,2023-12-04,1,1,3,1,Organic Word of Mouth,Churned,20240204.0,2,0,13.98
