cohort_signup_month,tenure_month,evaluation_month,initial_cohort_size,retained_subscribers_count,retention_rate_pct
2022-12,4,2023-04,3270674,2845813,87.01
2022-12,5,2023-05,3270674,2770260,84.7
2022-12,6,2023-06,3270674,2712042,82.92
2022-12,7,2023-07,3270674,2649245,81.0
2022-12,8,2023-08,3270674,2551125,78.0
2022-12,9,2023-09,3270674,2522997,77.14
2022-12,10,2023-10,3270674,2442866,74.69
2022-12,11,2023-11,3270674,2380396,72.78
2022-12,12,2023-12,3270674,2302554,70.4
2022-12,13,2024-01,3270674,2248915,68.76
2022-12,14,2024-02,3270674,2192332,67.03
2022-12,15,2024-03,3270674,2122340,64.89
2022-12,16,2024-04,3270674,2076877,63.5
2022-12,17,2024-05,3270674,2041227,62.41
2022-12,18,2024-06,3270674,1985953,60.72
2022-12,19,2024-07,3270674,1944088,59.44
2022-12,20,2024-08,3270674,1879329,57.46
2022-12,21,2024-09,3270674,1801160,55.07
2022-12,22,2024-10,3270674,1792656,54.81
2022-12,23,2024-11,3270674,1729859,52.89
2022-12,24,2024-12,3270674,1703694,52.09
2023-01,0,2023-01,3049086,3049086,100.0
2023-01,1,2023-02,3049086,2876202,94.33
2023-01,2,2023-03,3049086,2834735,92.97
2023-01,3,2023-04,3049086,2729846,89.53
2023-01,4,2023-05,3049086,2661242,87.28
2023-01,5,2023-06,3049086,2599650,85.26
2023-01,6,2023-07,3049086,2531046,83.01
2023-01,7,2023-08,3049086,2441098,80.06
2023-01,8,2023-09,3049086,2420059,79.37
2023-01,9,2023-10,3049086,2344137,76.88
2023-01,10,2023-11,3049086,2270654,74.47
2023-01,11,2023-12,3049086,2212721,72.57
2023-01,12,2024-01,3049086,2182230,71.57
2023-01,13,2024-02,3049086,2087099,68.45
2023-01,14,2024-03,3049086,2006603,65.81
2023-01,15,2024-04,3049086,1983125,65.04
2023-01,16,2024-05,3049086,1947756,63.88
2023-01,17,2024-06,3049086,1879761,61.65
2023-01,18,2024-07,3049086,1877627,61.58
2023-01,19,2024-08,3049086,1810242,59.37
2023-01,20,2024-09,3049086,1745906,57.26
2023-01,21,2024-10,3049086,1711147,56.12
2023-01,22,2024-11,3049086,1671813,54.83
2023-01,23,2024-12,3049086,1640408,53.8
2023-01,24,2025-01,3049086,1578816,51.78
2023-02,0,2023-02,3721102,3721102,100.0
2023-02,1,2023-03,3721102,3517929,94.54
2023-02,2,2023-04,3721102,3417832,91.85
2023-02,3,2023-05,3721102,3329269,89.47
2023-02,4,2023-06,3721102,3230660,86.82
2023-02,5,2023-07,3721102,3172239,85.25
2023-02,6,2023-08,3721102,3052419,82.03
2023-02,7,2023-09,3721102,3007022,80.81
2023-02,8,2023-10,3721102,2924786,78.6
2023-02,9,2023-11,3721102,2859666,76.85
2023-02,10,2023-12,3721102,2764778,74.3
2023-02,11,2024-01,3721102,2711939,72.88
2023-02,12,2024-02,3721102,2643842,71.05
2023-02,13,2024-03,3721102,2557513,68.73
2023-02,14,2024-04,3721102,2499464,67.17
2023-02,15,2024-05,3721102,2422065,65.09
2023-02,16,2024-06,3721102,2384110,64.07
2023-02,17,2024-07,3721102,2323083,62.43
2023-02,18,2024-08,3721102,2264662,60.86
2023-02,19,2024-09,3721102,2192473,58.92
2023-02,20,2024-10,3721102,2141494,57.55
2023-02,21,2024-11,3721102,2097585,56.37
2023-02,22,2024-12,3721102,2048838,55.06
2023-02,23,2025-01,3721102,1984835,53.34
2023-02,24,2025-02,3721102,1913390,51.42
2023-03,0,2023-03,2946690,2946690,100.0
2023-03,1,2023-04,2946690,2773719,94.13
2023-03,2,2023-05,2946690,2709776,91.96
2023-03,3,2023-06,2946690,2620491,88.93
2023-03,4,2023-07,2946690,2588961,87.86
2023-03,5,2023-08,2946690,2485238,84.34
2023-03,6,2023-09,2946690,2430724,82.49
2023-03,7,2023-10,2946690,2390944,81.14
2023-03,8,2023-11,2946690,2298712,78.01
2023-03,9,2023-12,2946690,2279559,77.36
2023-03,10,2024-01,2946690,2174067,73.78
2023-03,11,2024-02,2946690,2123679,72.07
2023-03,12,2024-03,2946690,2101873,71.33
2023-03,13,2024-04,2946690,2042645,69.32
2023-03,14,2024-05,2946690,1993141,67.64
2023-03,15,2024-06,2946690,1939216,65.81
2023-03,16,2024-07,2946690,1873210,63.57
2023-03,17,2024-08,2946690,1841975,62.51
2023-03,18,2024-09,2946690,1782747,60.5
2023-03,19,2024-10,2946690,1745324,59.23
2023-03,20,2024-11,2946690,1695820,57.55
2023-03,21,2024-12,2946690,1676077,56.88
2023-03,22,2025-01,2946690,1611544,54.69
2023-03,23,2025-02,2946690,1582077,53.69
2023-03,24,2025-03,2946690,1528742,51.88
2023-04,0,2023-04,3371835,3371835,100.0
2023-04,1,2023-05,3371835,3189418,94.59
2023-04,2,2023-06,3371835,3093658,91.75
2023-04,3,2023-07,3371835,3041395,90.2
2023-04,4,2023-08,3371835,2939902,87.19
2023-04,5,2023-09,3371835,2863699,84.93
2023-04,6,2023-10,3371835,2796937,82.95
2023-04,7,2023-11,3371835,2733546,81.07
2023-04,8,2023-12,3371835,2645878,78.47
2023-04,9,2024-01,3371835,2572372,76.29
2023-04,10,2024-02,3371835,2530899,75.06
2023-04,11,2024-03,3371835,2441545,72.41
2023-04,12,2024-04,3371835,2377818,70.52
2023-04,13,2024-05,3371835,2323531,68.91
2023-04,14,2024-06,3371835,2242607,66.51
2023-04,15,2024-07,3371835,2222039,65.9
2023-04,16,2024-08,3371835,2161346,64.1
2023-04,17,2024-09,3371835,2090874,62.01
2023-04,18,2024-10,3371835,2027147,60.12
2023-04,19,2024-11,3371835,2001858,59.37
2023-04,20,2024-12,3371835,1926329,57.13
2023-04,21,2025-01,3371835,1889913,56.05
2023-04,22,2025-02,3371835,1818767,53.94
2023-04,23,2025-03,3371835,1782351,52.86
2023-04,24,2025-04,3371835,1754028,52.02
2023-05,0,2023-05,3262958,3262958,100.0
2023-05,1,2023-06,3262958,3091652,94.75
2023-05,2,2023-07,3262958,2995395,91.8
2023-05,3,2023-08,3262958,2913821,89.3
2023-05,4,2023-09,3262958,2850193,87.35
2023-05,5,2023-10,3262958,2770577,84.91
2023-05,6,2023-11,3262958,2688677,82.4
2023-05,7,2023-12,3262958,2641038,80.94
2023-05,8,2024-01,3262958,2577084,78.98
2023-05,9,2024-02,3262958,2484416,76.14
2023-05,10,2024-03,3262958,2445587,74.95
2023-05,11,2024-04,3262958,2363686,72.44
2023-05,12,2024-05,3262958,2297775,70.42
2023-05,13,2024-06,3262958,2253398,69.06
2023-05,14,2024-07,3262958,2193034,67.21
2023-05,15,2024-08,3262958,2132343,65.35
2023-05,16,2024-09,3262958,2079483,63.73
2023-05,17,2024-10,3262958,2015529,61.77
2023-05,18,2024-11,3262958,1993667,61.1
2023-05,19,2024-12,3262958,1932976,59.24
2023-05,20,2025-01,3262958,1870653,57.33
2023-05,21,2025-02,3262958,1803763,55.28
2023-05,22,2025-03,3262958,1780269,54.56
2023-05,23,2025-04,3262958,1732956,53.11
2023-05,24,2025-05,3262958,1683686,51.6
2023-06,0,2023-06,3626260,3626260,100.0
2023-06,1,2023-07,3626260,3413761,94.14
2023-06,2,2023-08,3626260,3332895,91.91
2023-06,3,2023-09,3626260,3264721,90.03
2023-06,4,2023-10,3626260,3151582,86.91
2023-06,5,2023-11,3626260,3099727,85.48
2023-06,6,2023-12,3626260,2972082,81.96
2023-06,7,2024-01,3626260,2928204,80.75
2023-06,8,2024-02,3626260,2858218,78.82
2023-06,9,2024-03,3626260,2783517,76.76
2023-06,10,2024-04,3626260,2686333,74.08
2023-06,11,2024-05,3626260,2627225,72.45
2023-06,12,2024-06,3626260,2567754,70.81
2023-06,13,2024-07,3626260,2503932,69.05
2023-06,14,2024-08,3626260,2431769,67.06
2023-06,15,2024-09,3626260,2351992,64.86
2023-06,16,2024-10,3626260,2330597,64.27
2023-06,17,2024-11,3626260,2259885,62.32
2023-06,18,2024-12,3626260,2191711,60.44
2023-06,19,2025-01,3626260,2112296,58.25
2023-06,20,2025-02,3626260,2084374,57.48
2023-06,21,2025-03,3626260,2057177,56.73
2023-06,22,2025-04,3626260,1990091,54.88
2023-06,23,2025-05,3626260,1886743,52.03
2023-06,24,2025-06,3626260,1923368,53.04
2023-07,0,2023-07,3454259,3454259,100.0
2023-07,1,2023-08,3454259,3276019,94.84
2023-07,2,2023-09,3454259,3178954,92.03
2023-07,3,2023-10,3454259,3079817,89.16
2023-07,4,2023-11,3454259,3015222,87.29
2023-07,5,2023-12,3454259,2911249,84.28
2023-07,6,2024-01,3454259,2863926,82.91
2023-07,7,2024-02,3454259,2787932,80.71
2023-07,8,2024-03,3454259,2702266,78.23
2023-07,9,2024-04,3454259,2688104,77.82
2023-07,10,2024-05,3454259,2579295,74.67
2023-07,11,2024-06,3454259,2498465,72.33
2023-07,12,2024-07,3454259,2466686,71.41
2023-07,13,2024-08,3454259,2405200,69.63
2023-07,14,2024-09,3454259,2301918,66.64
2023-07,15,2024-10,3454259,2267375,65.64
2023-07,16,2024-11,3454259,2194490,63.53
2023-07,17,2024-12,3454259,2135422,61.82
2023-07,18,2025-01,3454259,2083609,60.32
2023-07,19,2025-02,3454259,2054938,59.49
2023-07,20,2025-03,3454259,1994489,57.74
2023-07,21,2025-04,3454259,1946474,56.35
2023-07,22,2025-05,3454259,1892933,54.8
2023-07,23,2025-06,3454259,1845610,53.43
2023-07,24,2025-07,3454259,1797941,52.05
2023-08,0,2023-08,3341634,3341634,100.0
2023-08,1,2023-09,3341634,3139799,93.96
2023-08,2,2023-10,3341634,3084662,92.31
2023-08,3,2023-11,3341634,2993101,89.57
2023-08,4,2023-12,3341634,2928608,87.64
2023-08,5,2024-01,3341634,2832034,84.75
2023-08,6,2024-02,3341634,2763197,82.69
2023-08,7,2024-03,3341634,2681995,80.26
2023-08,8,2024-04,3341634,2648579,79.26
2023-08,9,2024-05,3341634,2569716,76.9
2023-08,10,2024-06,3341634,2499542,74.8
2023-08,11,2024-07,3341634,2431372,72.76
2023-08,12,2024-08,3341634,2358191,70.57
2023-08,13,2024-09,3341634,2305393,68.99
2023-08,14,2024-10,3341634,2229872,66.73
2023-08,15,2024-11,3341634,2187099,65.45
2023-08,16,2024-12,3341634,2112915,63.23
2023-08,17,2025-01,3341634,2073149,62.04
2023-08,18,2025-02,3341634,2027703,60.68
2023-08,19,2025-03,3341634,1972232,59.02
2023-08,20,2025-04,3341634,1921439,57.5
2023-08,21,2025-05,3341634,1836896,54.97
2023-08,22,2025-06,3341634,1835893,54.94
2023-08,23,2025-07,3341634,1741659,52.12
2023-08,24,2025-08,3341634,1712921,51.26
2023-09,0,2023-09,3851853,3851853,100.0
2023-09,1,2023-10,3851853,3658875,94.99
2023-09,2,2023-11,3851853,3581452,92.98
2023-09,3,2023-12,3851853,3463971,89.93
2023-09,4,2024-01,3851853,3358815,87.2
2023-09,5,2024-02,3851853,3283319,85.24
2023-09,6,2024-03,3851853,3175082,82.43
2023-09,7,2024-04,3851853,3086489,80.13
2023-09,8,2024-05,3851853,3004060,77.99
2023-09,9,2024-06,3851853,2955141,76.72
2023-09,10,2024-07,3851853,2855378,74.13
2023-09,11,2024-08,3851853,2779111,72.15
2023-09,12,2024-09,3851853,2754845,71.52
2023-09,13,2024-10,3851853,2636593,68.45
2023-09,14,2024-11,3851853,2591526,67.28
2023-09,15,2024-12,3851853,2476741,64.3
2023-09,16,2025-01,3851853,2453630,63.7
2023-09,17,2025-02,3851853,2387763,61.99
2023-09,18,2025-03,3851853,2310726,59.99
2023-09,19,2025-04,3851853,2303022,59.79
2023-09,20,2025-05,3851853,2217896,57.58
2023-09,21,2025-06,3851853,2162815,56.15
2023-09,22,2025-07,3851853,2127763,55.24
2023-09,23,2025-08,3851853,2051882,53.27
2023-09,24,2025-09,3851853,1973304,51.23
2023-10,0,2023-10,2960015,2960015,100.0
2023-10,1,2023-11,2960015,2797214,94.5
2023-10,2,2023-12,2960015,2729133,92.2
2023-10,3,2024-01,2960015,2653061,89.63
2023-10,4,2024-02,2960015,2584389,87.31
2023-10,5,2024-03,2960015,2516308,85.01
2023-10,6,2024-04,2960015,2445564,82.62
2023-10,7,2024-05,2960015,2393468,80.86
2023-10,8,2024-06,2960015,2341963,79.12
2023-10,9,2024-07,2960015,2255531,76.2
2023-10,10,2024-08,2960015,2176203,73.52
2023-10,11,2024-09,2960015,2168802,73.27
2023-10,12,2024-10,2960015,2083554,70.39
2023-10,13,2024-11,2960015,2048922,69.22
2023-10,14,2024-12,2960015,2003042,67.67
2023-10,15,2025-01,2960015,1932593,65.29
2023-10,16,2025-02,2960015,1883753,63.64
2023-10,17,2025-03,2960015,1824257,61.63
2023-10,18,2025-04,2960015,1768312,59.74
2023-10,19,2025-05,2960015,1748184,59.06
2023-10,20,2025-06,2960015,1705560,57.62
2023-10,21,2025-07,2960015,1649024,55.71
2023-10,22,2025-08,2960015,1622384,54.81
2023-10,23,2025-09,2960015,1597816,53.98
2023-10,24,2025-10,2960015,1538023,51.96
2023-11,0,2023-11,3091092,3091092,100.0
2023-11,1,2023-12,3091092,2933137,94.89
2023-11,2,2024-01,3091092,2836076,91.75
2023-11,3,2024-02,3091092,2765600,89.47
2023-11,4,2024-03,3091092,2686777,86.92
2023-11,5,2024-04,3091092,2637010,85.31
2023-11,6,2024-05,3091092,2573334,83.25
2023-11,7,2024-06,3091092,2512130,81.27
2023-11,8,2024-07,3091092,2432998,78.71
2023-11,9,2024-08,3091092,2352011,76.09
2023-11,10,2024-09,3091092,2333465,75.49
2023-11,11,2024-10,3091092,2238877,72.43
2023-11,12,2024-11,3091092,2216003,71.69
2023-11,13,2024-12,3091092,2123580,68.7
2023-11,14,2025-01,3091092,2081541,67.34
2023-11,15,2025-02,3091092,2010755,65.05
2023-11,16,2025-03,3091092,1978917,64.02
2023-11,17,2025-04,3091092,1915858,61.98
2023-11,18,2025-05,3091092,1896694,61.36
2023-11,19,2025-06,3091092,1822816,58.97
2023-11,20,2025-07,3091092,1781396,57.63
2023-11,21,2025-08,3091092,1732557,56.05
2023-11,22,2025-09,3091092,1696082,54.87
2023-11,23,2025-10,3091092,1663316,53.81
2023-11,24,2025-11,3091092,1619732,52.4
2023-12,0,2023-12,3590830,3590830,100.0
2023-12,1,2024-01,3590830,3399079,94.66
2023-12,2,2024-02,3590830,3301050,91.93
2023-12,3,2024-03,3590830,3197634,89.05
2023-12,4,2024-04,3590830,3145567,87.6
2023-12,5,2024-05,3590830,3066927,85.41
2023-12,6,2024-06,3590830,2992956,83.35
2023-12,7,2024-07,3590830,2885590,80.36
2023-12,8,2024-08,3590830,2851119,79.4
2023-12,9,2024-09,3590830,2738366,76.26
2023-12,10,2024-10,3590830,2658291,74.03
2023-12,11,2024-11,3590830,2610892,72.71
2023-12,12,2024-12,3590830,2539075,70.71
2023-12,13,2025-01,3590830,2488804,69.31
2023-12,14,2025-02,3590830,2414474,67.24
2023-12,15,2025-03,3590830,2348761,65.41
2023-12,16,2025-04,3590830,2311776,64.38
2023-12,17,2025-05,3590830,2232419,62.17
2023-12,18,2025-06,3590830,2174965,60.57
2023-12,19,2025-07,3590830,2139416,59.58
2023-12,20,2025-08,3590830,2071908,57.7
2023-12,21,2025-09,3590830,2016251,56.15
2023-12,22,2025-10,3590830,1972083,54.92
2023-12,23,2025-11,3590830,1924325,53.59
2023-12,24,2025-12,3590830,1879440,52.34
2024-01,0,2024-01,3204467,3204467,100.0
2024-01,1,2024-02,3204467,3036873,94.77
2024-01,2,2024-03,3204467,2937214,91.66
2024-01,3,2024-04,3204467,2885942,90.06
2024-01,4,2024-05,3204467,2816406,87.89
2024-01,5,2024-06,3204467,2713542,84.68
2024-01,6,2024-07,3204467,2645928,82.57
2024-01,7,2024-08,3204467,2588247,80.77
2024-01,8,2024-09,3204467,2515827,78.51
2024-01,9,2024-10,3204467,2453339,76.56
2024-01,10,2024-11,3204467,2400466,74.91
2024-01,11,2024-12,3204467,2342465,73.1
2024-01,12,2025-01,3204467,2248254,70.16
2024-01,13,2025-02,3204467,2208839,68.93
2024-01,14,2025-03,3204467,2124561,66.3
2024-01,15,2025-04,3204467,2088351,65.17
2024-01,16,2025-05,3204467,2059831,64.28
2024-01,17,2025-06,3204467,1975874,61.66
2024-01,18,2025-07,3204467,1947034,60.76
2024-01,19,2025-08,3204467,1892237,59.05
2024-01,20,2025-09,3204467,1842568,57.5
2024-01,21,2025-10,3204467,1795783,56.04
2024-01,22,2025-11,3204467,1756368,54.81
2024-01,23,2025-12,3204467,1707980,53.3
2024-02,0,2024-02,3413513,3413513,100.0
2024-02,1,2024-03,3413513,3206995,93.95
2024-02,2,2024-04,3413513,3151013,92.31
2024-02,3,2024-05,3413513,3050656,89.37
2024-02,4,2024-06,3413513,2958833,86.68
2024-02,5,2024-07,3413513,2885101,84.52
2024-02,6,2024-08,3413513,2817172,82.53
2024-02,7,2024-09,3413513,2767334,81.07
2024-02,8,2024-10,3413513,2695992,78.98
2024-02,9,2024-11,3413513,2621919,76.81
2024-02,10,2024-12,3413513,2524292,73.95
2024-02,11,2025-01,3413513,2479575,72.64
2024-02,12,2025-02,3413513,2426325,71.08
2024-02,13,2025-03,3413513,2363175,69.23
2024-02,14,2025-04,3413513,2280909,66.82
2024-02,15,2025-05,3413513,2225951,65.21
2024-02,16,2025-06,3413513,2190792,64.18
2024-02,17,2025-07,3413513,2094872,61.37
2024-02,18,2025-08,3413513,2086680,61.13
2024-02,19,2025-09,3413513,2012948,58.97
2024-02,20,2025-10,3413513,1955942,57.3
2024-02,21,2025-11,3413513,1914298,56.08
2024-02,22,2025-12,3413513,1862412,54.56
2024-03,0,2024-03,3057504,3057504,100.0
2024-03,1,2024-04,3057504,2889035,94.49
2024-03,2,2024-05,3057504,2816266,92.11
2024-03,3,2024-06,3057504,2723624,89.08
2024-03,4,2024-07,3057504,2664614,87.15
2024-03,5,2024-08,3057504,2597349,84.95
2024-03,6,2024-09,3057504,2543537,83.19
2024-03,7,2024-10,3057504,2452118,80.2
2024-03,8,2024-11,3057504,2391885,78.23
2024-03,9,2024-12,3057504,2333792,76.33
2024-03,10,2025-01,3057504,2298020,75.16
2024-03,11,2025-02,3057504,2206600,72.17
2024-03,12,2025-03,3057504,2179083,71.27
2024-03,13,2025-04,3057504,2091332,68.4
2024-03,14,2025-05,3057504,2062592,67.46
2024-03,15,2025-06,3057504,2002665,65.5
2024-03,16,2025-07,3057504,1945184,63.62
2024-03,17,2025-08,3057504,1894735,61.97
2024-03,18,2025-09,3057504,1849178,60.48
2024-03,19,2025-10,3057504,1801787,58.93
2024-03,20,2025-11,3057504,1761733,57.62
2024-03,21,2025-12,3057504,1712202,56.0
2024-04,0,2024-04,3633541,3633541,100.0
2024-04,1,2024-05,3633541,3458404,95.18
2024-04,2,2024-06,3633541,3345401,92.07
2024-04,3,2024-07,3633541,3257469,89.65
2024-04,4,2024-08,3633541,3162997,87.05
2024-04,5,2024-09,3633541,3091780,85.09
2024-04,6,2024-10,3633541,3019835,83.11
2024-04,7,2024-11,3633541,2921366,80.4
2024-04,8,2024-12,3633541,2841792,78.21
2024-04,9,2025-01,3633541,2810907,77.36
2024-04,10,2025-02,3633541,2710258,74.59
2024-04,11,2025-03,3633541,2612879,71.91
2024-04,12,2025-04,3633541,2551835,70.23
2024-04,13,2025-05,3633541,2511503,69.12
2024-04,14,2025-06,3633541,2455547,67.58
2024-04,15,2025-07,3633541,2363255,65.04
2024-04,16,2025-08,3633541,2316382,63.75
2024-04,17,2025-09,3633541,2236081,61.54
2024-04,18,2025-10,3633541,2205196,60.69
2024-04,19,2025-11,3633541,2144879,59.03
2024-04,20,2025-12,3633541,2070028,56.97
2024-05,0,2024-05,3452225,3452225,100.0
2024-05,1,2024-06,3452225,3264423,94.56
2024-05,2,2024-07,3452225,3173630,91.93
2024-05,3,2024-08,3452225,3072480,89.0
2024-05,4,2024-09,3452225,2986865,86.52
2024-05,5,2024-10,3452225,2930939,84.9
2024-05,6,2024-11,3452225,2848430,82.51
2024-05,7,2024-12,3452225,2781802,80.58
2024-05,8,2025-01,3452225,2710341,78.51
2024-05,9,2025-02,3452225,2638880,76.44
2024-05,10,2025-03,3452225,2592966,75.11
2024-05,11,2025-04,3452225,2519779,72.99
2024-05,12,2025-05,3452225,2447627,70.9
2024-05,13,2025-06,3452225,2392391,69.3
2024-05,14,2025-07,3452225,2307467,66.84
2024-05,15,2025-08,3452225,2272944,65.84
2024-05,16,2025-09,3452225,2202174,63.79
2024-05,17,2025-10,3452225,2143486,62.09
2024-05,18,2025-11,3452225,2096536,60.73
2024-05,19,2025-12,3452225,2049240,59.36
2024-06,0,2024-06,2995952,2995952,100.0
2024-06,1,2024-07,2995952,2853045,95.23
2024-06,2,2024-08,2995952,2763765,92.25
2024-06,3,2024-09,2995952,2666397,89.0
2024-06,4,2024-10,2995952,2611870,87.18
2024-06,5,2024-11,2995952,2544162,84.92
2024-06,6,2024-12,2995952,2472858,82.54
2024-06,7,2025-01,2995952,2397660,80.03
2024-06,8,2025-02,2995952,2359312,78.75
2024-06,9,2025-03,2995952,2288008,76.37
2024-06,10,2025-04,2995952,2228988,74.4
2024-06,11,2025-05,2995952,2143903,71.56
2024-06,12,2025-06,2995952,2110648,70.45
2024-06,13,2025-07,2995952,2035749,67.95
2024-06,14,2025-08,2995952,2051328,68.47
2024-06,15,2025-09,2995952,1951263,65.13
2024-06,16,2025-10,2995952,1904526,63.57
2024-06,17,2025-11,2995952,1846105,61.62
2024-06,18,2025-12,2995952,1811352,60.46
2024-07,0,2024-07,3739048,3739048,100.0
2024-07,1,2024-08,3739048,3538261,94.63
2024-07,2,2024-09,3739048,3445158,92.14
2024-07,3,2024-10,3739048,3336726,89.24
2024-07,4,2024-11,3739048,3274284,87.57
2024-07,5,2024-12,3739048,3209224,85.83
2024-07,6,2025-01,3739048,3125096,83.58
2024-07,7,2025-02,3739048,2998716,80.2
2024-07,8,2025-03,3739048,2945248,78.77
2024-07,9,2025-04,3739048,2869719,76.75
2024-07,10,2025-05,3739048,2810268,75.16
2024-07,11,2025-06,3739048,2713801,72.58
2024-07,12,2025-07,3739048,2665193,71.28
2024-07,13,2025-08,3739048,2566856,68.65
2024-07,14,2025-09,3739048,2528344,67.62
2024-07,15,2025-10,3739048,2459919,65.79
2024-07,16,2025-11,3739048,2382895,63.73
2024-07,17,2025-12,3739048,2333539,62.41
2024-08,0,2024-08,3409802,3409802,100.0
2024-08,1,2024-09,3409802,3221580,94.48
2024-08,2,2024-10,3409802,3138722,92.05
2024-08,3,2024-11,3409802,3064048,89.86
2024-08,4,2024-12,3409802,2971642,87.15
2024-08,5,2025-01,3409802,2904810,85.19
2024-08,6,2025-02,3409802,2824679,82.84
2024-08,7,2025-03,3409802,2739775,80.35
2024-08,8,2025-04,3409802,2692720,78.97
2024-08,9,2025-05,3409802,2604065,76.37
2024-08,10,2025-06,3409802,2554623,74.92
2024-08,11,2025-07,3409802,2479267,72.71
2024-08,12,2025-08,3409802,2417890,70.91
2024-08,13,2025-09,3409802,2360605,69.23
2024-08,14,2025-10,3409802,2291045,67.19
2024-08,15,2025-11,3409802,2248082,65.93
2024-08,16,2025-12,3409802,2166588,63.54
2024-09,0,2024-09,3054404,3054404,100.0
2024-09,1,2024-10,3054404,2880913,94.32
2024-09,2,2024-11,3054404,2812189,92.07
2024-09,3,2024-12,3054404,2745909,89.9
2024-09,4,2025-01,3054404,2674741,87.57
2024-09,5,2025-02,3054404,2607850,85.38
2024-09,6,2025-03,3054404,2525381,82.68
2024-09,7,2025-04,3054404,2484757,81.35
2024-09,8,2025-05,3054404,2397096,78.48
2024-09,9,2025-06,3054404,2348225,76.88
2024-09,10,2025-07,3054404,2277058,74.55
2024-09,11,2025-08,3054404,2172903,71.14
2024-09,12,2025-09,3054404,2144497,70.21
2024-09,13,2025-10,3054404,2122505,69.49
2024-09,14,2025-11,3054404,2055003,67.28
2024-09,15,2025-12,3054404,2002772,65.57
2024-10,0,2024-10,3843365,3843365,100.0
2024-10,1,2024-11,3843365,3627752,94.39
2024-10,2,2024-12,3843365,3538970,92.08
2024-10,3,2025-01,3843365,3453263,89.85
2024-10,4,2025-02,3843365,3355257,87.3
2024-10,5,2025-03,3843365,3274162,85.19
2024-10,6,2025-04,3843365,3170776,82.5
2024-10,7,2025-05,3843365,3139260,81.68
2024-10,8,2025-06,3843365,2994750,77.92
2024-10,9,2025-07,3843365,2940942,76.52
2024-10,10,2025-08,3843365,2856388,74.32
2024-10,11,2025-09,3843365,2769528,72.06
2024-10,12,2025-10,3843365,2744546,71.41
2024-10,13,2025-11,3843365,2657686,69.15
2024-10,14,2025-12,3843365,2563908,66.71
2024-11,0,2024-11,3428863,3428863,100.0
2024-11,1,2024-12,3428863,3225531,94.07
2024-11,2,2025-01,3428863,3153868,91.98
2024-11,3,2025-02,3428863,3065060,89.39
2024-11,4,2025-03,3428863,3023228,88.17
2024-11,5,2025-04,3428863,2905618,84.74
2024-11,6,2025-05,3428863,2834983,82.68
2024-11,7,2025-06,3428863,2781150,81.11
2024-11,8,2025-07,3428863,2701258,78.78
2024-11,9,2025-08,3428863,2604221,75.95
2024-11,10,2025-09,3428863,2562732,74.74
2024-11,11,2025-10,3428863,2484211,72.45
2024-11,12,2025-11,3428863,2416319,70.47
2024-11,13,2025-12,3428863,2344999,68.39
2024-12,0,2024-12,3536569,3536569,100.0
2024-12,1,2025-01,3536569,3310228,93.6
2024-12,2,2025-02,3536569,3261423,92.22
2024-12,3,2025-03,3536569,3189277,90.18
2024-12,4,2025-04,3536569,3072217,86.87
2024-12,5,2025-05,3536569,2995120,84.69
2024-12,6,2025-06,3536569,2955864,83.58
2024-12,7,2025-07,3536569,2851181,80.62
2024-12,8,2025-08,3536569,2784694,78.74
2024-12,9,2025-09,3536569,2724219,77.03
2024-12,10,2025-10,3536569,2655609,75.09
2024-12,11,2025-11,3536569,2565073,72.53
2024-12,12,2025-12,3536569,2498939,70.66
2025-01,0,2025-01,3303538,3303538,100.0
2025-01,1,2025-02,3303538,3117218,94.36
2025-01,2,2025-03,3303538,3034960,91.87
2025-01,3,2025-04,3303538,2967568,89.83
2025-01,4,2025-05,3303538,2873417,86.98
2025-01,5,2025-06,3303538,2797105,84.67
2025-01,6,2025-07,3303538,2727400,82.56
2025-01,7,2025-08,3303538,2656044,80.4
2025-01,8,2025-09,3303538,2628625,79.57
2025-01,9,2025-10,3303538,2506063,75.86
2025-01,10,2025-11,3303538,2475010,74.92
2025-01,11,2025-12,3303538,2381190,72.08
2025-02,0,2025-02,3452144,3452144,100.0
2025-02,1,2025-03,3452144,3240872,93.88
2025-02,2,2025-04,3452144,3165961,91.71
2025-02,3,2025-05,3452144,3087597,89.44
2025-02,4,2025-06,3452144,3014412,87.32
2025-02,5,2025-07,3452144,2930179,84.88
2025-02,6,2025-08,3452144,2860791,82.87
2025-02,7,2025-09,3452144,2797272,81.03
2025-02,8,2025-10,3452144,2708552,78.46
2025-02,9,2025-11,3452144,2649175,76.74
2025-02,10,2025-12,3452144,2553205,73.96
2025-03,0,2025-03,3766057,3766057,100.0
2025-03,1,2025-04,3766057,3567209,94.72
2025-03,2,2025-05,3766057,3490381,92.68
2025-03,3,2025-06,3766057,3387568,89.95
2025-03,4,2025-07,3766057,3279859,87.09
2025-03,5,2025-08,3766057,3212446,85.3
2025-03,6,2025-09,3766057,3100218,82.32
2025-03,7,2025-10,3766057,3011715,79.97
2025-03,8,2025-11,3766057,2959744,78.59
2025-03,9,2025-12,3766057,2894968,76.87
2025-04,0,2025-04,3743894,3743894,100.0
2025-04,1,2025-05,3743894,3530866,94.31
2025-04,2,2025-06,3743894,3459732,92.41
2025-04,3,2025-07,3743894,3358272,89.7
2025-04,4,2025-08,3743894,3265424,87.22
