performance_date_key,year_month,content_id,monthly_hours_viewed_m,monthly_views_m,completion_rate_pct,repeat_view_share_pct,monthly_amortization_usd_m,content_roi_multiplier
20220701,2022-07,55,0.83,0.17,70.2,14.0,0.13,2.02
20220801,2022-08,55,0.85,0.18,70.2,18.6,0.13,2.05
20220901,2022-09,55,0.86,0.18,70.2,21.9,0.13,2.08
20221001,2022-10,55,0.82,0.17,70.2,18.1,0.13,2.11
20221101,2022-11,55,0.92,0.19,70.2,11.1,0.13,2.15
20221201,2022-12,55,0.97,0.2,70.2,14.5,0.13,2.18
20230101,2023-01,55,0.83,0.17,70.2,9.8,0.13,2.21
20230201,2023-02,55,0.85,0.18,70.2,21.5,0.13,2.25
20230301,2023-03,55,0.83,0.17,70.2,19.6,0.13,2.28
20230401,2023-04,55,0.84,0.17,70.2,12.6,0.13,2.31
20230501,2023-05,55,0.74,0.15,70.2,18.7,0.13,2.34
20230601,2023-06,55,0.76,0.16,70.2,14.4,0.13,2.37
20230701,2023-07,55,0.86,0.18,70.2,14.1,0.13,2.4
20230801,2023-08,55,0.88,0.18,70.2,23.7,0.13,2.43
20230901,2023-09,55,0.77,0.16,70.2,10.5,0.13,2.46
20231001,2023-10,55,0.75,0.16,70.2,17.2,0.13,2.49
20231101,2023-11,55,0.87,0.18,70.2,11.7,0.13,2.52
20231201,2023-12,55,0.8,0.17,70.2,19.0,0.13,2.55
20240101,2024-01,55,0.86,0.18,70.2,18.6,0.13,2.58
20240201,2024-02,55,0.82,0.17,70.2,14.6,0.13,2.61
20240301,2024-03,55,0.79,0.16,70.2,20.0,0.13,2.64
20240401,2024-04,55,0.8,0.17,70.2,21.9,0.13,2.67
20240501,2024-05,55,0.91,0.19,70.2,13.2,0.13,2.71
20240601,2024-06,55,0.79,0.16,70.2,19.8,0.13,2.74
20240701,2024-07,55,0.79,0.16,70.2,23.2,0.13,2.77
20240801,2024-08,55,0.8,0.17,70.2,8.0,0.0,2.8
20240901,2024-09,55,0.9,0.19,70.2,14.6,0.0,2.83
20241001,2024-10,55,0.9,0.19,70.2,22.7,0.0,2.86
20241101,2024-11,55,0.91,0.19,70.2,10.3,0.0,2.9
20241201,2024-12,55,0.82,0.17,70.2,21.1,0.0,2.93
20250101,2025-01,55,0.76,0.16,70.2,12.3,0.0,2.96
20250201,2025-02,55,0.97,0.2,70.2,19.0,0.0,2.99
20250301,2025-03,55,0.82,0.17,70.2,13.8,0.0,3.02
20250401,2025-04,55,0.78,0.16,70.2,17.1,0.0,3.05
20250501,2025-05,55,0.77,0.16,70.2,10.0,0.0,3.08
20250601,2025-06,55,0.92,0.19,70.2,13.2,0.0,3.12
20250701,2025-07,55,0.74,0.15,70.2,20.0,0.0,3.14
20250801,2025-08,55,0.96,0.2,70.2,9.0,0.0,3.18
20250901,2025-09,55,0.91,0.19,70.2,16.8,0.0,3.21
20251001,2025-10,55,0.97,0.2,70.2,20.9,0.0,3.25
20251101,2025-11,55,0.9,0.19,70.2,19.4,0.0,3.28
20251201,2025-12,55,0.76,0.16,70.2,9.6,0.0,3.31
20221201,2022-12,56,96.37,10.04,83.5,16.2,0.49,0.99
20230101,2023-01,56,55.88,5.82,75.4,10.0,0.49,1.56
20230201,2023-02,56,18.1,1.89,75.2,19.1,0.49,1.74
20230301,2023-03,56,17.13,1.78,75.2,15.3,0.49,1.92
20230401,2023-04,56,13.51,1.41,75.2,16.3,0.49,2.06
20230501,2023-05,56,11.57,1.21,75.2,18.8,0.49,2.17
20230601,2023-06,56,9.93,1.03,75.2,11.7,0.49,2.28
20230701,2023-07,56,3.57,0.37,69.9,10.7,0.49,2.31
20230801,2023-08,56,3.74,0.39,69.9,15.4,0.49,2.35
20230901,2023-09,56,3.79,0.39,69.9,11.6,0.49,2.39
20231001,2023-10,56,4.4,0.46,69.9,8.7,0.49,2.43
20231101,2023-11,56,4.33,0.45,69.9,17.0,0.49,2.48
20231201,2023-12,56,3.98,0.41,69.9,18.8,0.49,2.52
20240101,2024-01,56,3.8,0.4,69.9,22.3,0.49,2.56
20240201,2024-02,56,4.06,0.42,69.9,23.4,0.49,2.6
20240301,2024-03,56,3.78,0.39,69.9,20.1,0.49,2.64
20240401,2024-04,56,4.36,0.45,69.9,11.9,0.49,2.68
20240501,2024-05,56,3.91,0.41,69.9,11.1,0.49,2.72
20240601,2024-06,56,3.57,0.37,69.9,19.7,0.49,2.76
20240701,2024-07,56,3.61,0.38,69.9,16.1,0.49,2.8
20240801,2024-08,56,3.87,0.4,69.9,22.6,0.49,2.84
20240901,2024-09,56,4.32,0.45,69.9,13.3,0.49,2.88
20241001,2024-10,56,3.63,0.38,69.9,15.5,0.49,2.92
20241101,2024-11,56,3.42,0.36,69.9,15.9,0.49,2.95
20241201,2024-12,56,3.83,0.4,69.9,23.5,0.49,2.99
20250101,2025-01,56,3.98,0.41,69.9,13.0,0.49,3.03
20250201,2025-02,56,3.69,0.38,69.9,10.5,0.49,3.07
20250301,2025-03,56,3.9,0.41,69.9,18.8,0.49,3.11
20250401,2025-04,56,4.13,0.43,69.9,17.9,0.49,3.15
20250501,2025-05,56,4.32,0.45,69.9,21.8,0.49,3.2
20250601,2025-06,56,4.0,0.42,69.9,16.6,0.49,3.24
20250701,2025-07,56,4.09,0.43,69.9,13.9,0.49,3.28
20250801,2025-08,56,4.39,0.46,69.9,23.0,0.49,3.32
20250901,2025-09,56,3.97,0.41,69.9,16.0,0.49,3.36
20251001,2025-10,56,4.1,0.43,69.9,19.4,0.49,3.41
20251101,2025-11,56,3.56,0.37,69.9,15.6,0.49,3.44
20251201,2025-12,56,3.48,0.36,69.9,14.2,0.0,3.48
20211001,2021-10,57,244.62,33.98,87.2,20.6,0.8,1.53
20211101,2021-11,57,136.45,18.95,77.9,8.7,0.8,2.38
20211201,2021-12,57,52.68,7.32,77.2,9.1,0.8,2.71
20220101,2022-01,57,39.36,5.47,77.2,12.6,0.8,2.96
20220201,2022-02,57,37.15,5.16,77.2,10.5,0.8,3.19
20220301,2022-03,57,25.56,3.55,77.2,16.2,0.8,3.35
20220401,2022-04,57,22.64,3.14,77.2,15.3,0.8,3.49
20220501,2022-05,57,11.67,1.62,71.4,10.4,0.8,3.56
20220601,2022-06,57,10.97,1.52,71.4,16.0,0.8,3.63
20220701,2022-07,57,9.82,1.36,71.4,11.7,0.8,3.69
20220801,2022-08,57,11.97,1.66,71.4,22.8,0.8,3.77
20220901,2022-09,57,11.76,1.63,71.4,8.1,0.8,3.84
20221001,2022-10,57,9.39,1.3,71.4,17.0,0.8,3.9
20221101,2022-11,57,9.92,1.38,71.4,9.5,0.8,3.96
20221201,2022-12,57,11.59,1.61,71.4,15.4,0.8,4.03
20230101,2023-01,57,11.68,1.62,71.4,22.4,0.8,4.11
20230201,2023-02,57,10.42,1.45,71.4,19.8,0.8,4.17
20230301,2023-03,57,9.18,1.27,71.4,20.8,0.8,4.23
20230401,2023-04,57,10.36,1.44,71.4,15.6,0.8,4.29
20230501,2023-05,57,9.97,1.38,71.4,17.8,0.8,4.36
20230601,2023-06,57,11.03,1.53,71.4,21.4,0.8,4.43
20230701,2023-07,57,10.29,1.43,71.4,16.9,0.8,4.49
20230801,2023-08,57,11.94,1.66,71.4,10.0,0.8,4.57
20230901,2023-09,57,10.85,1.51,71.4,9.5,0.8,4.63
20231001,2023-10,57,9.34,1.3,71.4,17.9,0.8,4.69
20231101,2023-11,57,9.97,1.38,71.4,16.1,0.8,4.75
20231201,2023-12,57,11.23,1.56,71.4,11.7,0.8,4.82
20240101,2024-01,57,9.37,1.3,71.4,23.5,0.8,4.88
20240201,2024-02,57,9.58,1.33,71.4,18.7,0.8,4.94
20240301,2024-03,57,11.38,1.58,71.4,14.3,0.8,5.01
20240401,2024-04,57,10.34,1.44,71.4,14.3,0.8,5.08
20240501,2024-05,57,10.86,1.51,71.4,9.7,0.8,5.15
20240601,2024-06,57,11.96,1.66,71.4,20.9,0.8,5.22
20240701,2024-07,57,9.74,1.35,71.4,20.6,0.8,5.28
20240801,2024-08,57,10.55,1.47,71.4,21.5,0.8,5.35
20240901,2024-09,57,10.95,1.52,71.4,22.3,0.8,5.42
20241001,2024-10,57,10.97,1.52,71.4,16.9,0.0,5.48
20241101,2024-11,57,10.05,1.4,71.4,10.9,0.0,5.55
20241201,2024-12,57,9.71,1.35,71.4,11.0,0.0,5.61
20250101,2025-01,57,9.94,1.38,71.4,22.7,0.0,5.67
20250201,2025-02,57,11.27,1.57,71.4,17.2,0.0,5.74
20250301,2025-03,57,9.19,1.28,71.4,15.6,0.0,5.8
20250401,2025-04,57,11.02,1.53,71.4,20.4,0.0,5.87
20250501,2025-05,57,9.45,1.31,71.4,17.1,0.0,5.93
20250601,2025-06,57,10.36,1.44,71.4,14.5,0.0,5.99
20250701,2025-07,57,10.78,1.5,71.4,15.5,0.0,6.06
20250801,2025-08,57,10.08,1.4,71.4,19.5,0.0,6.12
20250901,2025-09,57,10.2,1.42,71.4,19.9,0.0,6.18
20251001,2025-10,57,8.99,1.25,71.4,12.5,0.0,6.24
20251101,2025-11,57,10.19,1.42,71.4,22.5,0.0,6.3
20251201,2025-12,57,11.56,1.61,71.4,14.5,0.0,6.38
20240101,2024-01,58,146.71,12.23,87.0,22.0,0.46,1.6
20240201,2024-02,58,71.43,5.95,83.6,22.1,0.46,2.38
20240301,2024-03,58,24.94,2.08,77.6,13.4,0.46,2.65
20240401,2024-04,58,24.56,2.05,77.6,11.2,0.46,2.92
20240501,2024-05,58,19.08,1.59,77.6,14.1,0.46,3.13
20240601,2024-06,58,15.0,1.25,77.6,17.0,0.46,3.29
20240701,2024-07,58,15.59,1.3,77.6,23.1,0.46,3.46
20240801,2024-08,58,6.89,0.57,71.7,19.1,0.46,3.54
20240901,2024-09,58,6.24,0.52,71.7,9.6,0.46,3.6
20241001,2024-10,58,5.97,0.5,71.7,20.8,0.46,3.67
20241101,2024-11,58,7.17,0.6,71.7,19.0,0.46,3.75
20241201,2024-12,58,7.42,0.62,71.7,14.1,0.46,3.83
20250101,2025-01,58,6.93,0.58,71.7,13.0,0.46,3.9
20250201,2025-02,58,6.44,0.54,71.7,9.1,0.46,3.97
20250301,2025-03,58,6.07,0.51,71.7,23.7,0.46,4.04
20250401,2025-04,58,6.08,0.51,71.7,21.8,0.46,4.11
20250501,2025-05,58,6.61,0.55,71.7,19.5,0.46,4.18
20250601,2025-06,58,6.29,0.52,71.7,14.2,0.46,4.25
20250701,2025-07,58,7.44,0.62,71.7,19.6,0.46,4.33
20250801,2025-08,58,5.68,0.47,71.7,11.0,0.46,4.39
20250901,2025-09,58,6.13,0.51,71.7,14.4,0.46,4.46
20251001,2025-10,58,6.12,0.51,71.7,9.5,0.46,4.52
20251101,2025-11,58,6.63,0.55,71.7,13.8,0.46,4.6
20251201,2025-12,58,6.42,0.54,71.7,18.7,0.46,4.67
20250601,2025-06,59,352.53,195.85,89.0,12.2,0.83,2.12
20250701,2025-07,59,185.49,103.05,79.5,9.0,0.83,3.24
20250801,2025-08,59,59.29,32.94,79.4,10.6,0.83,3.6
20250901,2025-09,59,49.84,27.69,79.4,11.3,0.83,3.9
20251001,2025-10,59,44.54,24.74,79.4,12.3,0.83,4.16
20251101,2025-11,59,45.39,25.22,79.4,22.7,0.83,4.44
20251201,2025-12,59,29.85,16.58,79.4,22.8,0.83,4.62
20241101,2024-11,60,76.78,5.65,88.4,11.4,0.57,0.67
20241201,2024-12,60,52.89,3.89,79.1,22.2,0.57,1.13
20250101,2025-01,60,18.06,1.33,75.0,21.6,0.57,1.29
20250201,2025-02,60,14.72,1.08,75.0,14.6,0.57,1.42
20250301,2025-03,60,10.94,0.8,75.0,15.1,0.57,1.52
20250401,2025-04,60,10.02,0.74,75.0,18.2,0.57,1.6
20250501,2025-05,60,9.47,0.7,75.0,20.4,0.57,1.69
20250601,2025-06,60,3.19,0.23,69.8,9.8,0.57,1.71
20250701,2025-07,60,3.51,0.26,69.8,15.6,0.57,1.74
20250801,2025-08,60,3.38,0.25,69.8,15.3,0.57,1.77
20250901,2025-09,60,3.46,0.25,69.8,22.4,0.57,1.8
20251001,2025-10,60,3.05,0.22,69.8,16.0,0.57,1.83
20251101,2025-11,60,3.04,0.22,69.8,21.7,0.57,1.86
20251201,2025-12,60,3.34,0.25,69.8,23.9,0.57,1.89
20241201,2024-12,61,129.53,16.19,87.6,15.4,0.7,0.93
20250101,2025-01,61,73.54,9.19,81.7,19.4,0.7,1.46
20250201,2025-02,61,25.39,3.17,75.8,9.5,0.7,1.64
20250301,2025-03,61,18.23,2.28,75.8,15.9,0.7,1.77
20250401,2025-04,61,17.4,2.17,75.8,15.4,0.7,1.89
20250501,2025-05,61,13.53,1.69,75.8,11.5,0.7,1.99
20250601,2025-06,61,13.62,1.7,75.8,13.5,0.7,2.09
20250701,2025-07,61,5.09,0.64,70.3,15.3,0.7,2.13
20250801,2025-08,61,5.04,0.63,70.3,17.0,0.7,2.16
20250901,2025-09,61,4.85,0.61,70.3,14.2,0.7,2.2
20251001,2025-10,61,5.41,0.68,70.3,22.4,0.7,2.23
20251101,2025-11,61,4.29,0.54,70.3,21.2,0.7,2.27
20251201,2025-12,61,5.14,0.64,70.3,12.4,0.7,2.3
20220401,2022-04,62,241.65,33.56,81.5,11.7,1.27,0.95
20220501,2022-05,62,146.79,20.39,74.7,23.0,1.27,1.53
20220601,2022-06,62,50.43,7.0,75.2,19.1,1.27,1.73
20220701,2022-07,62,45.47,6.32,75.2,16.0,1.27,1.91
20220801,2022-08,62,41.7,5.79,75.2,13.4,1.27,2.07
20220901,2022-09,62,32.9,4.57,75.2,14.1,1.27,2.2
20221001,2022-10,62,29.12,4.04,75.2,17.4,1.27,2.32
20221101,2022-11,62,11.24,1.56,69.9,23.0,1.27,2.36
20221201,2022-12,62,9.95,1.38,69.9,20.1,1.27,2.4
20230101,2023-01,62,10.17,1.41,69.9,13.0,1.27,2.44
20230201,2023-02,62,10.37,1.44,69.9,10.6,1.27,2.48
20230301,2023-03,62,11.41,1.58,69.9,10.4,1.27,2.53
20230401,2023-04,62,10.98,1.52,69.9,18.7,1.27,2.57
20230501,2023-05,62,9.21,1.28,69.9,22.2,1.27,2.61
20230601,2023-06,62,9.77,1.36,69.9,23.4,1.27,2.64
20230701,2023-07,62,10.58,1.47,69.9,8.7,1.27,2.69
20230801,2023-08,62,9.29,1.29,69.9,22.4,1.27,2.72
20230901,2023-09,62,9.81,1.36,69.9,15.6,1.27,2.76
20231001,2023-10,62,9.11,1.27,69.9,12.4,1.27,2.8
20231101,2023-11,62,10.64,1.48,69.9,12.9,1.27,2.84
20231201,2023-12,62,11.09,1.54,69.9,22.8,1.27,2.88
20240101,2024-01,62,10.81,1.5,69.9,15.1,1.27,2.92
20240201,2024-02,62,9.35,1.3,69.9,10.0,1.27,2.96
20240301,2024-03,62,10.62,1.47,69.9,8.4,1.27,3.0
20240401,2024-04,62,11.14,1.55,69.9,23.4,1.27,3.05
20240501,2024-05,62,10.56,1.47,69.9,11.2,1.27,3.09
20240601,2024-06,62,8.78,1.22,69.9,17.6,1.27,3.12
20240701,2024-07,62,8.81,1.22,69.9,21.9,1.27,3.16
20240801,2024-08,62,10.79,1.5,69.9,9.9,1.27,3.2
20240901,2024-09,62,11.28,1.57,69.9,18.0,1.27,3.24
20241001,2024-10,62,11.25,1.56,69.9,10.1,1.27,3.29
20241101,2024-11,62,9.53,1.32,69.9,22.4,1.27,3.33
20241201,2024-12,62,11.37,1.58,69.9,16.1,1.27,3.37
20250101,2025-01,62,11.2,1.56,69.9,21.1,1.27,3.42
20250201,2025-02,62,10.03,1.39,69.9,8.4,1.27,3.46
20250301,2025-03,62,10.43,1.45,69.9,15.6,1.27,3.5
20250401,2025-04,62,10.35,1.44,69.9,14.1,0.0,3.54
20250501,2025-05,62,9.01,1.25,69.9,23.7,0.0,3.57
20250601,2025-06,62,8.9,1.24,69.9,23.5,0.0,3.61
20250701,2025-07,62,9.97,1.38,69.9,21.7,0.0,3.65
20250801,2025-08,62,10.52,1.46,69.9,12.8,0.0,3.69
20250901,2025-09,62,8.62,1.2,69.9,9.9,0.0,3.72
20251001,2025-10,62,9.15,1.27,69.9,22.9,0.0,3.76
20251101,2025-11,62,10.61,1.47,69.9,14.4,0.0,3.8
20251201,2025-12,62,11.17,1.55,69.9,19.3,0.0,3.84
20240801,2024-08,63,84.87,11.79,88.8,15.6,0.3,1.41
20240901,2024-09,63,57.88,8.04,84.0,23.1,0.3,2.38
20241001,2024-10,63,22.23,3.09,78.0,9.5,0.3,2.75
20241101,2024-11,63,18.73,2.6,78.0,10.5,0.3,3.06
20241201,2024-12,63,13.6,1.89,78.0,16.9,0.3,3.29
20250101,2025-01,63,13.54,1.88,78.0,14.8,0.3,3.51
20250201,2025-02,63,10.34,1.44,78.0,12.4,0.3,3.69
20250301,2025-03,63,4.49,0.62,72.0,17.1,0.3,3.76
20250401,2025-04,63,4.44,0.62,72.0,16.2,0.3,3.84
20250501,2025-05,63,5.14,0.71,72.0,9.2,0.3,3.92
20250601,2025-06,63,4.96,0.69,72.0,11.4,0.3,4.0
20250701,2025-07,63,4.98,0.69,72.0,12.9,0.3,4.09
20250801,2025-08,63,4.51,0.63,72.0,20.3,0.3,4.16
20250901,2025-09,63,4.43,0.62,72.0,17.2,0.3,4.24
20251001,2025-10,63,4.21,0.58,72.0,14.5,0.3,4.31
20251101,2025-11,63,4.63,0.64,72.0,15.4,0.3,4.38
20251201,2025-12,63,4.03,0.56,72.0,21.2,0.3,4.45
20250701,2025-07,64,669.1,92.93,86.0,18.1,2.11,1.59
20250801,2025-08,64,346.01,48.06,85.2,19.9,2.11,2.41
20250901,2025-09,64,124.93,17.35,78.2,20.3,2.11,2.7
20251001,2025-10,64,137.12,19.04,78.2,11.8,2.11,3.03
20251101,2025-11,64,115.07,15.98,78.2,8.3,2.11,3.3
20251201,2025-12,64,96.27,13.37,78.2,19.3,2.11,3.53
20230401,2023-04,65,107.49,8.96,85.1,18.6,0.49,1.11
20230501,2023-05,65,60.3,5.02,86.1,23.5,0.49,1.73
20230601,2023-06,65,17.41,1.45,75.0,18.3,0.49,1.9
20230701,2023-07,65,16.38,1.36,75.0,9.2,0.49,2.07
20230801,2023-08,65,16.11,1.34,75.0,23.1,0.49,2.24
20230901,2023-09,65,12.45,1.04,75.0,11.3,0.49,2.37
20231001,2023-10,65,11.94,0.99,75.0,10.9,0.49,2.49
20231101,2023-11,65,3.78,0.32,69.8,16.0,0.49,2.53
20231201,2023-12,65,3.45,0.29,69.8,8.6,0.49,2.56
20240101,2024-01,65,3.43,0.29,69.8,13.1,0.49,2.6
20240201,2024-02,65,3.73,0.31,69.8,13.5,0.49,2.64
20240301,2024-03,65,3.13,0.26,69.8,16.0,0.49,2.67
20240401,2024-04,65,3.32,0.28,69.8,23.3,0.49,2.7
20240501,2024-05,65,3.96,0.33,69.8,15.8,0.49,2.75
20240601,2024-06,65,3.15,0.26,69.8,16.4,0.49,2.78
20240701,2024-07,65,3.09,0.26,69.8,14.1,0.49,2.81
20240801,2024-08,65,3.08,0.26,69.8,8.9,0.49,2.84
20240901,2024-09,65,3.35,0.28,69.8,23.8,0.49,2.88
20241001,2024-10,65,3.36,0.28,69.8,23.2,0.49,2.91
20241101,2024-11,65,3.91,0.33,69.8,14.8,0.49,2.95
20241201,2024-12,65,4.05,0.34,69.8,10.3,0.49,2.99
20250101,2025-01,65,3.94,0.33,69.8,9.3,0.49,3.03
20250201,2025-02,65,3.34,0.28,69.8,8.5,0.49,3.07
20250301,2025-03,65,3.9,0.33,69.8,14.4,0.49,3.11
20250401,2025-04,65,3.22,0.27,69.8,17.1,0.49,3.14
20250501,2025-05,65,3.84,0.32,69.8,18.1,0.49,3.18
20250601,2025-06,65,3.23,0.27,69.8,18.1,0.49,3.21
20250701,2025-07,65,3.79,0.32,69.8,16.6,0.49,3.25
20250801,2025-08,65,3.13,0.26,69.8,19.5,0.49,3.28
20250901,2025-09,65,3.45,0.29,69.8,12.9,0.49,3.32
20251001,2025-10,65,3.75,0.31,69.8,21.4,0.49,3.36
20251101,2025-11,65,3.32,0.28,69.8,18.1,0.49,3.39
20251201,2025-12,65,3.74,0.31,69.8,19.5,0.49,3.43
20241201,2024-12,66,128.17,14.56,86.8,20.8,0.56,1.15
20250101,2025-01,66,73.68,8.37,82.7,14.7,0.56,1.82
20250201,2025-02,66,22.11,2.51,75.2,16.8,0.56,2.02
20250301,2025-03,66,19.64,2.23,75.2,13.3,0.56,2.19
20250401,2025-04,66,19.59,2.23,75.2,9.4,0.56,2.37
20250501,2025-05,66,14.71,1.67,75.2,22.0,0.56,2.5
20250601,2025-06,66,10.76,1.22,75.2,21.2,0.56,2.6
20250701,2025-07,66,4.06,0.46,69.9,18.2,0.56,2.63
20250801,2025-08,66,4.46,0.51,69.9,22.8,0.56,2.67
20250901,2025-09,66,4.1,0.47,69.9,13.9,0.56,2.71
20251001,2025-10,66,4.11,0.47,69.9,21.5,0.56,2.75
20251101,2025-11,66,4.91,0.56,69.9,10.5,0.56,2.79
20251201,2025-12,66,4.4,0.5,69.9,21.3,0.56,2.83
20210701,2021-07,67,120.19,16.69,90.7,10.0,0.57,1.05
20210801,2021-08,67,83.02,11.53,79.5,23.0,0.57,1.77
20210901,2021-09,67,30.08,4.18,75.8,21.6,0.57,2.03
20211001,2021-10,67,23.27,3.23,75.8,21.8,0.57,2.23
20211101,2021-11,67,17.53,2.43,75.8,12.8,0.57,2.38
20211201,2021-12,67,18.83,2.62,75.8,12.4,0.57,2.55
20220101,2022-01,67,13.12,1.82,75.8,19.3,0.57,2.66
20220201,2022-02,67,6.09,0.85,70.3,8.0,0.57,2.71
20220301,2022-03,67,4.93,0.68,70.3,16.8,0.57,2.76
20220401,2022-04,67,5.84,0.81,70.3,9.7,0.57,2.81
20220501,2022-05,67,5.99,0.83,70.3,18.0,0.57,2.86
20220601,2022-06,67,4.75,0.66,70.3,11.3,0.57,2.9
20220701,2022-07,67,4.75,0.66,70.3,13.7,0.57,2.94
20220801,2022-08,67,4.82,0.67,70.3,13.9,0.57,2.98
20220901,2022-09,67,5.77,0.8,70.3,23.2,0.57,3.03
20221001,2022-10,67,5.64,0.78,70.3,17.2,0.57,3.08
20221101,2022-11,67,5.89,0.82,70.3,17.0,0.57,3.13
20221201,2022-12,67,5.53,0.77,70.3,20.6,0.57,3.18
20230101,2023-01,67,5.29,0.73,70.3,17.6,0.57,3.23
20230201,2023-02,67,5.51,0.77,70.3,20.1,0.57,3.28
20230301,2023-03,67,5.36,0.74,70.3,17.8,0.57,3.32
20230401,2023-04,67,4.52,0.63,70.3,22.9,0.57,3.36
20230501,2023-05,67,4.64,0.64,70.3,23.8,0.57,3.4
20230601,2023-06,67,4.94,0.69,70.3,9.9,0.57,3.45
20230701,2023-07,67,4.53,0.63,70.3,9.9,0.57,3.49
20230801,2023-08,67,5.04,0.7,70.3,12.9,0.57,3.53
20230901,2023-09,67,4.96,0.69,70.3,8.4,0.57,3.57
20231001,2023-10,67,5.13,0.71,70.3,18.3,0.57,3.62
20231101,2023-11,67,5.79,0.8,70.3,10.4,0.57,3.67
20231201,2023-12,67,6.03,0.84,70.3,16.6,0.57,3.72
20240101,2024-01,67,4.85,0.67,70.3,11.8,0.57,3.76
20240201,2024-02,67,4.96,0.69,70.3,14.4,0.57,3.81
20240301,2024-03,67,4.67,0.65,70.3,22.6,0.57,3.85
20240401,2024-04,67,5.92,0.82,70.3,12.2,0.57,3.9
20240501,2024-05,67,5.2,0.72,70.3,21.3,0.57,3.94
20240601,2024-06,67,5.72,0.79,70.3,19.3,0.57,3.99
20240701,2024-07,67,5.49,0.76,70.3,20.9,0.0,4.04
20240801,2024-08,67,5.01,0.7,70.3,12.7,0.0,4.08
20240901,2024-09,67,4.73,0.66,70.3,16.8,0.0,4.12
20241001,2024-10,67,5.8,0.81,70.3,10.5,0.0,4.18
20241101,2024-11,67,5.07,0.7,70.3,20.4,0.0,4.22
20241201,2024-12,67,4.56,0.63,70.3,22.8,0.0,4.26
20250101,2025-01,67,5.74,0.8,70.3,20.5,0.0,4.31
20250201,2025-02,67,5.38,0.75,70.3,11.0,0.0,4.36
20250301,2025-03,67,5.82,0.81,70.3,19.9,0.0,4.41
20250401,2025-04,67,4.82,0.67,70.3,13.1,0.0,4.45
20250501,2025-05,67,4.67,0.65,70.3,9.3,0.0,4.49
20250601,2025-06,67,4.51,0.63,70.3,18.8,0.0,4.53
20250701,2025-07,67,5.26,0.73,70.3,22.5,0.0,4.57
20250801,2025-08,67,4.85,0.67,70.3,10.8,0.0,4.62
20250901,2025-09,67,5.06,0.7,70.3,13.3,0.0,4.66
20251001,2025-10,67,5.1,0.71,70.3,17.8,0.0,4.7
20251101,2025-11,67,4.9,0.68,70.3,8.9,0.0,4.75
20251201,2025-12,67,5.14,0.71,70.3,17.6,0.0,4.79
20211101,2021-11,68,82.24,45.69,78.6,21.9,0.45,0.91
20211201,2021-12,68,47.72,26.51,77.6,21.0,0.45,1.44
20220101,2022-01,68,18.63,10.35,74.4,21.9,0.45,1.65
20220201,2022-02,68,13.79,7.66,74.4,9.0,0.45,1.8
20220301,2022-03,68,11.44,6.36,74.4,17.3,0.45,1.93
20220401,2022-04,68,10.61,5.89,74.4,21.0,0.45,2.05
20220501,2022-05,68,7.85,4.36,74.4,16.3,0.45,2.14
20220601,2022-06,68,2.72,1.51,69.3,21.9,0.45,2.17
20220701,2022-07,68,3.06,1.7,69.3,8.6,0.45,2.2
20220801,2022-08,68,3.16,1.76,69.3,19.7,0.45,2.24
20220901,2022-09,68,2.4,1.33,69.3,11.6,0.45,2.26
20221001,2022-10,68,2.76,1.53,69.3,12.3,0.45,2.29
20221101,2022-11,68,2.63,1.46,69.3,19.5,0.45,2.32
20221201,2022-12,68,3.0,1.67,69.3,8.4,0.45,2.36
20230101,2023-01,68,2.48,1.38,69.3,23.6,0.45,2.38
20230201,2023-02,68,2.65,1.47,69.3,11.9,0.45,2.41
20230301,2023-03,68,2.97,1.65,69.3,9.1,0.45,2.45
20230401,2023-04,68,2.75,1.53,69.3,18.5,0.45,2.48
20230501,2023-05,68,2.57,1.43,69.3,22.2,0.45,2.5
20230601,2023-06,68,3.21,1.78,69.3,23.0,0.45,2.54
20230701,2023-07,68,2.95,1.64,69.3,18.0,0.45,2.57
20230801,2023-08,68,2.66,1.48,69.3,17.4,0.45,2.6
20230901,2023-09,68,3.2,1.78,69.3,22.4,0.45,2.64
20231001,2023-10,68,2.88,1.6,69.3,20.3,0.45,2.67
20231101,2023-11,68,3.04,1.69,69.3,20.4,0.45,2.7
20231201,2023-12,68,3.22,1.79,69.3,19.2,0.45,2.74
20240101,2024-01,68,2.85,1.58,69.3,20.9,0.45,2.77
20240201,2024-02,68,3.14,1.74,69.3,9.2,0.45,2.81
20240301,2024-03,68,2.62,1.46,69.3,14.2,0.45,2.84
20240401,2024-04,68,2.74,1.52,69.3,14.1,0.45,2.87
20240501,2024-05,68,2.82,1.57,69.3,8.2,0.45,2.9
20240601,2024-06,68,2.9,1.61,69.3,16.2,0.45,2.93
20240701,2024-07,68,3.01,1.67,69.3,10.0,0.45,2.96
20240801,2024-08,68,2.53,1.41,69.3,10.0,0.45,2.99
20240901,2024-09,68,2.79,1.55,69.3,15.1,0.45,3.02
20241001,2024-10,68,2.59,1.44,69.3,9.7,0.45,3.05
20241101,2024-11,68,2.56,1.42,69.3,20.7,0.0,3.08
20241201,2024-12,68,2.96,1.64,69.3,10.6,0.0,3.11
20250101,2025-01,68,2.89,1.61,69.3,16.0,0.0,3.14
20250201,2025-02,68,2.4,1.33,69.3,15.8,0.0,3.17
20250301,2025-03,68,2.98,1.66,69.3,14.4,0.0,3.2
