snapshot_date_key,year_month,region_id,paid_memberships_start_m,gross_additions_m,churned_memberships_m,net_additions_m,paid_memberships_end_m,monthly_churn_rate_pct,avg_revenue_per_membership_usd,ad_supported_memberships_m,standard_memberships_m,premium_memberships_m,subscription_revenue_m_usd,advertising_revenue_m_usd,total_streaming_revenue_m_usd
20231001,2023-10,4,38.147,1.658,0.743,0.916,39.062,1.95,10.91,6.719,17.789,11.32,426.07,21.5,447.57
20231101,2023-11,4,39.062,2.056,0.884,1.172,40.234,2.26,10.91,7.363,18.079,11.505,438.85,23.56,462.41
20231201,2023-12,4,40.234,2.004,0.797,1.207,41.441,1.98,10.91,8.04,18.371,11.69,452.01,25.73,477.74
20240101,2024-01,4,41.441,1.448,0.826,0.622,42.063,1.99,10.91,8.623,18.392,11.704,458.79,27.59,486.39
20240201,2024-02,4,42.063,1.529,0.898,0.631,42.693,2.13,10.91,9.222,18.409,11.715,465.67,29.51,495.18
20240301,2024-03,4,42.693,1.504,0.864,0.64,43.334,2.02,10.91,9.837,18.423,11.724,472.66,31.48,504.14
20240401,2024-04,4,43.334,1.271,0.795,0.477,43.811,1.83,10.91,10.427,18.361,11.684,477.86,33.37,511.23
20240501,2024-05,4,43.811,1.496,1.014,0.482,44.292,2.31,10.91,11.029,18.295,11.642,483.12,35.29,518.41
20240601,2024-06,4,44.292,1.649,0.985,0.664,44.957,2.22,10.91,11.689,18.297,11.644,490.36,37.4,527.77
20240701,2024-07,4,44.957,1.805,1.131,0.674,45.631,2.52,10.91,12.366,18.296,11.643,497.72,39.57,537.29
20240801,2024-08,4,45.631,1.417,0.733,0.684,46.316,1.61,10.91,13.061,18.29,11.639,505.18,41.8,546.98
20240901,2024-09,4,46.316,1.472,0.778,0.695,47.01,1.68,10.91,13.774,18.28,11.633,512.76,44.08,556.84
20241001,2024-10,4,47.01,1.806,1.1,0.705,47.716,2.34,10.91,14.506,18.266,11.624,520.45,46.42,566.87
20241101,2024-11,4,47.716,2.057,1.055,1.002,48.718,2.21,11.34,15.346,18.354,11.68,552.64,49.11,601.74
20241201,2024-12,4,48.718,1.916,0.893,1.023,49.741,1.83,11.34,16.215,18.439,11.734,564.24,51.89,616.13
20250101,2025-01,4,49.741,1.864,1.118,0.746,50.487,2.25,11.34,17.014,18.41,11.715,572.71,54.44,627.15
20250201,2025-02,4,50.487,1.698,0.94,0.757,51.244,1.86,11.34,17.833,18.376,11.694,581.3,57.07,638.36
20250301,2025-03,4,51.244,1.95,1.181,0.769,52.013,2.31,11.34,18.673,18.337,11.669,590.02,59.75,649.77
20250401,2025-04,4,52.013,1.698,1.126,0.572,52.585,2.16,11.34,19.456,18.221,11.595,596.51,62.26,658.77
20250501,2025-05,4,52.585,1.56,0.982,0.578,53.163,1.87,11.34,20.202,18.129,11.536,603.07,64.65,667.72
20250601,2025-06,4,53.163,1.836,1.039,0.797,53.961,1.95,11.34,20.505,18.401,11.709,612.11,65.62,677.73
20250701,2025-07,4,53.961,1.823,1.014,0.809,54.77,1.88,11.34,20.813,18.677,11.885,621.3,66.6,687.9
20250801,2025-08,4,54.77,1.999,1.177,0.822,55.592,2.15,11.34,21.125,18.957,12.063,630.62,67.6,698.22
20250901,2025-09,4,55.592,2.059,1.225,0.834,56.426,2.2,11.34,21.442,19.241,12.244,640.07,68.61,708.69
20251001,2025-10,4,56.426,2.009,1.162,0.846,57.272,2.06,11.34,21.763,19.53,12.428,649.68,69.64,719.32
20251101,2025-11,4,57.272,2.328,1.126,1.203,58.475,1.97,11.34,22.22,19.94,12.689,663.32,71.11,734.42
20251201,2025-12,4,58.475,2.427,1.199,1.228,59.703,2.05,11.34,22.687,20.359,12.955,677.25,72.6,749.85
