date_key,full_date,total_stream_hours_m,peak_concurrent_streams_m,uhd_4k_share_pct,hdr_share_pct,rebuffer_ratio_pct,avg_bitrate_mbps,non_english_stream_share_pct
20211221,2021-12-21,564.19,67.66,18.4,13.25,0.27,11.55,32.0
20211222,2021-12-22,567.44,67.52,17.9,12.89,0.262,11.39,32.0
20211223,2021-12-23,566.7,70.75,18.38,13.23,0.283,11.27,32.0
20211224,2021-12-24,598.45,75.48,17.87,12.87,0.289,11.59,32.0
20211225,2021-12-25,710.78,93.21,18.82,13.55,0.255,11.5,32.0
20211226,2021-12-26,722.19,90.29,18.12,13.05,0.269,11.69,32.0
20211227,2021-12-27,530.14,67.04,18.65,13.43,0.323,11.66,32.0
20211228,2021-12-28,544.36,64.76,17.18,12.37,0.3,11.74,32.0
20211229,2021-12-29,527.77,65.63,18.68,13.45,0.261,11.41,32.0
20211230,2021-12-30,535.46,67.61,17.83,12.84,0.232,11.24,32.0
20211231,2021-12-31,623.17,76.99,17.21,12.39,0.314,11.41,32.0
20220101,2022-01-01,812.19,104.23,24.77,17.83,0.251,11.02,41.2
20220102,2022-01-02,798.33,104.57,24.53,17.66,0.243,10.69,41.2
20220103,2022-01-03,581.82,75.87,24.32,17.51,0.269,11.31,41.2
20220104,2022-01-04,592.41,74.55,23.99,17.27,0.256,11.34,41.2
20220105,2022-01-05,617.9,77.05,23.59,16.98,0.243,10.98,41.2
20220106,2022-01-06,473.35,60.59,23.4,16.85,0.223,10.89,41.2
20220107,2022-01-07,539.88,65.8,23.87,17.19,0.245,11.38,41.2
20220108,2022-01-08,625.05,75.81,24.2,17.42,0.228,11.39,41.2
20220109,2022-01-09,612.39,75.22,25.12,18.09,0.23,11.06,41.2
20220110,2022-01-10,489.71,59.94,26.42,19.02,0.244,11.04,41.2
20220111,2022-01-11,491.47,60.68,24.59,17.7,0.257,11.14,41.2
20220112,2022-01-12,493.66,63.39,24.7,17.78,0.284,11.23,41.2
20220113,2022-01-13,458.33,55.42,24.27,17.47,0.248,10.9,41.2
20220114,2022-01-14,519.35,65.04,24.4,17.57,0.27,10.88,41.2
20220115,2022-01-15,649.91,79.14,24.56,17.68,0.233,11.49,41.2
20220116,2022-01-16,621.66,79.21,24.94,17.96,0.247,11.15,41.2
20220117,2022-01-17,493.42,64.0,24.54,17.67,0.244,10.97,41.2
20220118,2022-01-18,459.72,57.66,25.09,18.06,0.184,11.55,41.2
20220119,2022-01-19,483.88,61.84,23.49,16.91,0.223,10.84,41.2
20220120,2022-01-20,466.44,58.38,24.94,17.96,0.228,10.85,41.2
20220121,2022-01-21,536.09,64.25,23.86,17.18,0.197,11.22,41.2
20220122,2022-01-22,624.29,75.1,24.2,17.42,0.263,11.11,41.2
20220123,2022-01-23,618.74,76.49,24.55,17.68,0.222,10.75,41.2
20220124,2022-01-24,469.02,56.75,24.74,17.81,0.248,11.19,41.2
20220125,2022-01-25,493.64,64.15,23.49,16.91,0.22,11.36,41.2
20220126,2022-01-26,494.49,59.69,24.76,17.83,0.264,11.14,41.2
20220127,2022-01-27,472.25,58.84,25.21,18.15,0.241,11.04,41.2
20220128,2022-01-28,534.4,67.47,24.27,17.47,0.263,11.29,41.2
20220129,2022-01-29,624.14,79.06,25.43,18.31,0.25,10.82,41.2
20220130,2022-01-30,614.37,77.06,23.92,17.22,0.22,11.47,41.2
20220131,2022-01-31,474.93,56.58,24.05,17.32,0.259,10.91,41.2
20220201,2022-02-01,475.27,58.66,26.09,18.78,0.271,11.21,41.2
20220202,2022-02-02,471.33,57.42,24.12,17.37,0.281,10.98,41.2
20220203,2022-02-03,459.83,56.96,24.64,17.74,0.268,10.8,41.2
20220204,2022-02-04,525.66,63.14,24.45,17.6,0.249,10.91,41.2
20220205,2022-02-05,632.45,77.57,24.11,17.36,0.216,11.12,41.2
20220206,2022-02-06,639.43,78.1,25.04,18.03,0.228,11.21,41.2
20220207,2022-02-07,461.4,55.95,24.95,17.96,0.214,11.41,41.2
20220208,2022-02-08,466.82,60.56,23.57,16.97,0.221,11.14,41.2
20220209,2022-02-09,471.29,61.24,24.43,17.59,0.233,10.93,41.2
20220210,2022-02-10,489.65,61.98,24.38,17.55,0.228,11.31,41.2
20220211,2022-02-11,518.42,67.89,23.9,17.21,0.243,10.87,41.2
20220212,2022-02-12,651.43,83.72,25.37,18.27,0.231,11.21,41.2
20220213,2022-02-13,655.33,78.66,24.29,17.49,0.238,11.07,41.2
20220214,2022-02-14,491.77,61.1,23.92,17.22,0.282,10.79,41.2
20220215,2022-02-15,490.78,64.25,25.17,18.12,0.271,10.96,41.2
20220216,2022-02-16,483.97,59.16,24.85,17.89,0.225,11.0,41.2
20220217,2022-02-17,460.66,58.54,24.94,17.96,0.207,11.42,41.2
20220218,2022-02-18,540.83,65.58,24.61,17.72,0.254,11.28,41.2
20220219,2022-02-19,614.64,78.79,25.0,18.0,0.264,11.05,41.2
20220220,2022-02-20,630.89,76.46,24.09,17.34,0.203,11.24,41.2
20220221,2022-02-21,484.71,58.78,25.32,18.23,0.238,11.05,41.2
20220222,2022-02-22,459.81,54.71,24.42,17.58,0.281,11.28,41.2
20220223,2022-02-23,470.26,61.08,24.23,17.45,0.26,11.09,41.2
20220224,2022-02-24,462.04,60.09,24.47,17.62,0.253,11.29,41.2
20220225,2022-02-25,514.86,66.77,24.45,17.6,0.248,11.26,41.2
20220226,2022-02-26,628.85,75.03,25.14,18.1,0.224,10.9,41.2
20220227,2022-02-27,606.86,72.45,24.46,17.61,0.256,11.02,41.2
20220228,2022-02-28,481.58,59.87,24.54,17.67,0.261,11.0,41.2
20220301,2022-03-01,472.27,60.44,25.15,18.11,0.257,11.55,41.2
20220302,2022-03-02,480.33,57.55,24.04,17.31,0.264,11.04,41.2
20220303,2022-03-03,464.55,60.02,24.4,17.57,0.228,10.71,41.2
20220304,2022-03-04,542.91,69.83,24.97,17.98,0.248,10.8,41.2
20220305,2022-03-05,622.46,80.83,24.78,17.84,0.215,11.45,41.2
20220306,2022-03-06,618.74,76.91,24.89,17.92,0.233,11.27,41.2
20220307,2022-03-07,475.09,61.02,25.04,18.03,0.236,11.41,41.2
20220308,2022-03-08,472.58,59.5,24.16,17.4,0.296,11.32,41.2
20220309,2022-03-09,494.18,59.04,24.59,17.7,0.24,11.22,41.2
20220310,2022-03-10,470.34,57.14,25.54,18.39,0.236,11.56,41.2
20220311,2022-03-11,541.12,68.45,24.65,17.75,0.24,11.1,41.2
20220312,2022-03-12,636.0,79.21,24.11,17.36,0.262,11.29,41.2
20220313,2022-03-13,618.68,77.02,25.08,18.06,0.23,11.02,41.2
20220314,2022-03-14,460.75,59.13,24.1,17.35,0.223,11.11,41.2
20220315,2022-03-15,467.13,57.45,24.78,17.84,0.23,11.2,41.2
20220316,2022-03-16,485.17,58.94,26.08,18.78,0.228,10.9,41.2
20220317,2022-03-17,496.57,61.28,24.86,17.9,0.237,11.2,41.2
20220318,2022-03-18,527.8,64.84,24.84,17.88,0.243,11.12,41.2
20220319,2022-03-19,641.16,78.84,25.09,18.06,0.301,10.86,41.2
20220320,2022-03-20,657.67,79.83,24.52,17.65,0.24,11.51,41.2
20220321,2022-03-21,470.86,58.02,24.8,17.86,0.22,10.91,41.2
20220322,2022-03-22,477.04,59.64,25.17,18.12,0.228,10.8,41.2
20220323,2022-03-23,493.61,63.28,23.65,17.03,0.25,11.03,41.2
20220324,2022-03-24,470.54,60.59,24.76,17.83,0.234,10.98,41.2
20220325,2022-03-25,518.81,65.78,24.06,17.32,0.237,11.24,41.2
20220326,2022-03-26,629.11,81.41,24.27,17.47,0.246,11.3,41.2
20220327,2022-03-27,646.39,80.97,25.15,18.11,0.22,11.01,41.2
20220328,2022-03-28,468.02,58.03,24.89,17.92,0.222,10.95,41.2
20220329,2022-03-29,493.34,59.05,23.95,17.24,0.22,11.11,41.2
20220330,2022-03-30,471.35,58.86,25.42,18.3,0.265,11.32,41.2
20220331,2022-03-31,486.66,59.33,24.64,17.74,0.237,11.34,41.2
20220401,2022-04-01,538.53,68.52,24.57,17.69,0.24,11.0,41.2
20220402,2022-04-02,629.85,79.71,24.53,17.66,0.268,11.66,41.2
20220403,2022-04-03,645.94,78.9,24.33,17.52,0.224,11.23,41.2
20220404,2022-04-04,496.25,60.34,24.86,17.9,0.2,11.12,41.2
20220405,2022-04-05,467.1,57.71,24.85,17.89,0.263,10.9,41.2
20220406,2022-04-06,493.38,64.68,24.7,17.78,0.234,11.16,41.2
20220407,2022-04-07,494.98,60.41,23.94,17.24,0.194,11.15,41.2
20220408,2022-04-08,517.41,61.65,25.04,18.03,0.239,11.35,41.2
20220409,2022-04-09,630.35,81.84,24.61,17.72,0.275,10.99,41.2
20220410,2022-04-10,628.64,75.98,24.2,17.42,0.228,11.14,41.2
20220411,2022-04-11,482.0,62.29,24.38,17.55,0.247,11.04,41.2
20220412,2022-04-12,471.46,58.64,22.94,16.52,0.229,10.8,41.2
20220413,2022-04-13,476.37,56.83,23.87,17.19,0.233,11.13,41.2
20220414,2022-04-14,485.61,61.99,24.73,17.81,0.251,10.96,41.2
20220415,2022-04-15,544.7,69.15,23.94,17.24,0.233,11.15,41.2
20220416,2022-04-16,645.16,77.28,24.82,17.87,0.226,11.32,41.2
20220417,2022-04-17,627.18,75.17,23.89,17.2,0.254,11.1,41.2
20220418,2022-04-18,470.15,58.98,24.67,17.76,0.27,11.35,41.2
20220419,2022-04-19,467.55,61.08,24.37,17.55,0.244,11.08,41.2
20220420,2022-04-20,473.39,56.62,24.17,17.4,0.244,11.02,41.2
20220421,2022-04-21,469.05,60.74,24.64,17.74,0.274,11.27,41.2
20220422,2022-04-22,540.72,65.88,23.46,16.89,0.231,11.2,41.2
20220423,2022-04-23,649.02,83.63,24.26,17.47,0.284,10.89,41.2
20220424,2022-04-24,650.77,80.01,24.58,17.7,0.25,11.21,41.2
20220425,2022-04-25,494.88,58.78,25.21,18.15,0.241,11.07,41.2
20220426,2022-04-26,485.85,62.04,24.36,17.54,0.229,11.18,41.2
20220427,2022-04-27,478.7,58.44,24.69,17.78,0.288,10.85,41.2
20220428,2022-04-28,466.66,59.39,25.54,18.39,0.228,10.97,41.2
20220429,2022-04-29,518.04,63.25,24.83,17.88,0.225,11.21,41.2
20220430,2022-04-30,632.61,80.64,23.94,17.24,0.225,10.85,41.2
20220501,2022-05-01,624.73,79.34,24.67,17.76,0.239,10.72,41.2
20220502,2022-05-02,487.47,61.22,24.45,17.6,0.247,11.05,41.2
20220503,2022-05-03,483.87,58.36,24.39,17.56,0.263,11.63,41.2
20220504,2022-05-04,465.57,59.14,24.07,17.33,0.247,10.95,41.2
20220505,2022-05-05,480.35,59.72,24.26,17.47,0.256,11.48,41.2
20220506,2022-05-06,539.2,64.33,24.6,17.71,0.251,11.35,41.2
20220507,2022-05-07,629.76,79.61,23.18,16.69,0.25,11.23,41.2
20220508,2022-05-08,621.08,76.06,24.12,17.37,0.226,11.19,41.2
20220509,2022-05-09,486.22,57.87,24.37,17.55,0.264,10.87,41.2
20220510,2022-05-10,482.31,59.53,23.58,16.98,0.251,11.38,41.2
20220511,2022-05-11,481.89,62.76,24.24,17.45,0.245,11.02,41.2
20220512,2022-05-12,463.65,59.31,24.38,17.55,0.237,11.11,41.2
20220513,2022-05-13,523.31,67.06,24.66,17.76,0.214,10.78,41.2
20220514,2022-05-14,632.9,78.16,24.06,17.32,0.244,11.08,41.2
20220515,2022-05-15,618.1,76.76,24.16,17.4,0.237,10.98,41.2
20220516,2022-05-16,481.04,61.61,24.11,17.36,0.251,11.34,41.2
20220517,2022-05-17,472.76,57.79,24.86,17.9,0.253,11.12,41.2
20220518,2022-05-18,477.56,61.6,24.57,17.69,0.212,11.22,41.2
20220519,2022-05-19,477.75,59.26,23.78,17.12,0.261,10.93,41.2
20220520,2022-05-20,552.6,68.64,23.67,17.04,0.279,11.15,41.2
20220521,2022-05-21,638.75,81.82,25.12,18.09,0.234,10.78,41.2
20220522,2022-05-22,633.61,81.16,24.53,17.66,0.227,11.22,41.2
20220523,2022-05-23,491.73,63.64,24.04,17.31,0.275,11.28,41.2
20220524,2022-05-24,498.14,61.71,24.54,17.67,0.226,11.07,41.2
20220525,2022-05-25,492.89,59.51,24.59,17.7,0.239,11.34,41.2
20220526,2022-05-26,500.76,63.77,24.63,17.73,0.225,10.94,41.2
20220527,2022-05-27,547.94,67.67,24.09,17.34,0.232,10.8,41.2
20220528,2022-05-28,617.68,73.49,24.34,17.52,0.236,11.26,41.2
20220529,2022-05-29,635.81,82.09,24.22,17.44,0.263,11.27,41.2
20220530,2022-05-30,463.88,60.46,24.6,17.71,0.22,11.19,41.2
20220531,2022-05-31,480.39,59.35,24.54,17.67,0.238,10.55,41.2
20220601,2022-06-01,473.91,59.25,24.39,17.56,0.243,11.07,41.2
20220602,2022-06-02,500.32,59.77,24.78,17.84,0.256,10.8,41.2
20220603,2022-06-03,522.39,64.26,24.44,17.6,0.251,10.94,41.2
20220604,2022-06-04,644.51,76.75,24.64,17.74,0.248,11.01,41.2
20220605,2022-06-05,626.67,74.95,23.71,17.07,0.253,10.85,41.2
20220606,2022-06-06,498.98,61.03,24.7,17.78,0.257,11.47,41.2
20220607,2022-06-07,475.46,59.72,24.71,17.79,0.267,11.16,41.2
20220608,2022-06-08,491.96,63.71,24.06,17.32,0.241,11.26,41.2
20220609,2022-06-09,498.42,62.22,24.52,17.65,0.227,11.15,41.2
20220610,2022-06-10,548.32,69.07,24.8,17.86,0.258,10.98,41.2
20220611,2022-06-11,660.35,85.7,24.38,17.55,0.238,10.73,41.2
20220612,2022-06-12,652.29,83.53,25.3,18.22,0.213,10.98,41.2
20220613,2022-06-13,476.61,60.2,24.05,17.32,0.233,10.96,41.2
20220614,2022-06-14,468.53,55.71,24.61,17.72,0.231,10.82,41.2
20220615,2022-06-15,472.12,56.36,24.29,17.49,0.277,10.94,41.2
20220616,2022-06-16,496.72,60.75,24.66,17.76,0.213,10.73,41.2
20220617,2022-06-17,533.28,69.8,24.87,17.91,0.258,10.92,41.2
20220618,2022-06-18,639.34,81.47,23.98,17.27,0.256,11.05,41.2
20220619,2022-06-19,613.78,74.51,23.96,17.25,0.26,10.69,41.2
20220620,2022-06-20,477.58,57.04,24.76,17.83,0.228,11.4,41.2
20220621,2022-06-21,476.51,58.96,24.74,17.81,0.252,11.27,41.2
20220622,2022-06-22,497.19,62.13,24.09,17.34,0.295,11.56,41.2
20220623,2022-06-23,490.2,58.53,24.71,17.79,0.233,10.95,41.2
20220624,2022-06-24,545.56,67.73,24.81,17.86,0.262,11.07,41.2
20220625,2022-06-25,654.11,78.71,24.27,17.47,0.227,10.91,41.2
20220626,2022-06-26,644.21,82.98,24.29,17.49,0.248,11.31,41.2
20220627,2022-06-27,476.25,59.52,24.49,17.63,0.249,10.87,41.2
20220628,2022-06-28,481.37,60.64,23.95,17.24,0.266,10.98,41.2
20220629,2022-06-29,497.77,60.95,24.27,17.47,0.26,11.21,41.2
20220630,2022-06-30,470.42,61.5,24.46,17.61,0.231,11.63,41.2
20220701,2022-07-01,553.03,71.91,23.78,17.12,0.25,10.84,41.2
20220702,2022-07-02,636.5,76.76,25.16,18.12,0.236,11.09,41.2
20220703,2022-07-03,643.06,82.08,24.08,17.34,0.25,10.84,41.2
20220704,2022-07-04,467.92,56.03,24.24,17.45,0.252,11.19,41.2
20220705,2022-07-05,494.81,60.97,24.57,17.69,0.262,11.48,41.2
20220706,2022-07-06,474.77,57.05,24.31,17.5,0.251,10.8,41.2
20220707,2022-07-07,473.2,58.78,24.52,17.65,0.234,11.29,41.2
20220708,2022-07-08,523.75,63.34,24.68,17.77,0.243,11.16,41.2
20220709,2022-07-09,642.73,78.74,24.25,17.46,0.25,11.14,41.2
20220710,2022-07-10,651.38,79.47,25.37,18.27,0.225,10.87,41.2
20220711,2022-07-11,469.2,60.52,23.97,17.26,0.296,11.3,41.2
20220712,2022-07-12,473.88,57.08,24.22,17.44,0.243,11.22,41.2
20220713,2022-07-13,474.79,57.5,25.14,18.1,0.258,10.98,41.2
20220714,2022-07-14,480.9,61.74,23.58,16.98,0.257,10.71,41.2
20220715,2022-07-15,556.05,68.34,24.29,17.49,0.28,11.66,41.2
20220716,2022-07-16,636.32,81.96,24.82,17.87,0.248,10.87,41.2
20220717,2022-07-17,661.2,79.41,23.6,16.99,0.279,10.88,41.2
20220718,2022-07-18,494.93,60.26,23.23,16.73,0.262,11.59,41.2
20220719,2022-07-19,504.4,60.69,24.51,17.65,0.225,11.04,41.2
20220720,2022-07-20,490.59,60.32,24.26,17.47,0.286,11.06,41.2
20220721,2022-07-21,489.93,61.38,24.08,17.34,0.234,11.16,41.2
20220722,2022-07-22,540.8,67.59,24.63,17.73,0.243,11.38,41.2
20220723,2022-07-23,653.61,78.96,25.05,18.04,0.261,11.23,41.2
20220724,2022-07-24,643.02,83.17,24.98,17.99,0.245,11.05,41.2
20220725,2022-07-25,475.9,61.88,24.19,17.42,0.253,10.56,41.2
20220726,2022-07-26,494.88,63.83,24.75,17.82,0.251,10.82,41.2
20220727,2022-07-27,486.89,61.58,23.39,16.84,0.25,10.98,41.2
20220728,2022-07-28,501.58,59.9,25.17,18.12,0.259,11.16,41.2
20220729,2022-07-29,553.29,70.47,24.42,17.58,0.29,10.91,41.2
20220730,2022-07-30,655.76,79.04,24.85,17.89,0.254,11.0,41.2
20220731,2022-07-31,617.67,80.12,24.55,17.68,0.226,11.06,41.2
20220801,2022-08-01,495.99,61.17,23.92,17.22,0.253,10.87,41.2
20220802,2022-08-02,500.56,63.39,23.55,16.96,0.237,10.86,41.2
20220803,2022-08-03,470.4,59.13,24.74,17.81,0.237,11.06,41.2
20220804,2022-08-04,484.2,57.59,24.17,17.4,0.232,11.18,41.2
20220805,2022-08-05,565.25,69.62,24.29,17.49,0.237,11.08,41.2
20220806,2022-08-06,639.96,80.59,23.29,16.77,0.219,11.38,41.2
20220807,2022-08-07,624.36,79.05,23.79,17.13,0.245,10.78,41.2
20220808,2022-08-08,486.33,62.12,25.05,18.04,0.232,11.2,41.2
20220809,2022-08-09,505.95,61.77,24.27,17.47,0.258,11.25,41.2
20220810,2022-08-10,480.42,62.02,25.32,18.23,0.268,11.04,41.2
20220811,2022-08-11,473.2,56.22,25.0,18.0,0.256,11.05,41.2
20220812,2022-08-12,541.93,66.61,25.1,18.07,0.268,11.29,41.2
20220813,2022-08-13,631.03,80.97,23.41,16.86,0.243,11.3,41.2
20220814,2022-08-14,663.57,83.17,24.24,17.45,0.258,11.28,41.2
20220815,2022-08-15,493.28,62.79,23.53,16.94,0.242,11.02,41.2
20220816,2022-08-16,495.16,60.31,24.11,17.36,0.257,11.27,41.2
20220817,2022-08-17,474.47,60.11,24.22,17.44,0.227,10.97,41.2
20220818,2022-08-18,505.05,63.63,24.75,17.82,0.242,10.89,41.2
20220819,2022-08-19,550.86,69.04,24.57,17.69,0.238,11.24,41.2
20220820,2022-08-20,632.81,75.82,23.83,17.16,0.242,11.44,41.2
20220821,2022-08-21,649.7,77.66,24.32,17.51,0.233,11.34,41.2
20220822,2022-08-22,488.78,58.79,24.19,17.42,0.251,10.97,41.2
20220823,2022-08-23,480.86,61.07,25.11,18.08,0.216,11.21,41.2
20220824,2022-08-24,504.87,60.78,24.49,17.63,0.272,11.11,41.2
20220825,2022-08-25,499.5,65.54,24.06,17.32,0.226,11.48,41.2
20220826,2022-08-26,544.63,65.26,24.37,17.55,0.268,11.03,41.2
20220827,2022-08-27,667.44,86.21,23.92,17.22,0.239,10.83,41.2
20220828,2022-08-28,617.87,74.33,24.42,17.58,0.267,10.96,41.2
20220829,2022-08-29,498.43,62.91,24.06,17.32,0.308,11.34,41.2
20220830,2022-08-30,503.7,65.59,24.33,17.52,0.235,11.02,41.2
20220831,2022-08-31,482.88,61.03,24.27,17.47,0.229,11.33,41.2
20220901,2022-09-01,483.4,62.92,24.63,17.73,0.266,10.79,41.2
20220902,2022-09-02,541.27,65.76,23.73,17.09,0.259,11.04,41.2
20220903,2022-09-03,634.14,75.92,24.1,17.35,0.276,11.36,41.2
20220904,2022-09-04,662.83,84.94,24.57,17.69,0.266,11.33,41.2
20220905,2022-09-05,507.61,65.53,24.94,17.96,0.237,11.24,41.2
20220906,2022-09-06,480.57,59.78,24.7,17.78,0.231,11.16,41.2
20220907,2022-09-07,484.65,62.35,24.33,17.52,0.228,11.12,41.2
20220908,2022-09-08,486.32,61.79,24.75,17.82,0.25,10.94,41.2
20220909,2022-09-09,537.2,68.54,24.53,17.66,0.276,11.07,41.2
20220910,2022-09-10,662.52,86.23,24.68,17.77,0.253,10.98,41.2
20220911,2022-09-11,625.6,76.96,24.0,17.28,0.215,11.15,41.2
20220912,2022-09-12,498.07,62.91,24.19,17.42,0.224,11.06,41.2
20220913,2022-09-13,502.22,65.52,24.99,17.99,0.247,11.12,41.2
20220914,2022-09-14,487.78,59.14,25.04,18.03,0.253,11.39,41.2
20220915,2022-09-15,507.68,63.46,25.01,18.01,0.242,11.3,41.2
20220916,2022-09-16,532.96,64.55,23.89,17.2,0.236,11.15,41.2
20220917,2022-09-17,666.11,86.74,25.03,18.02,0.222,10.7,41.2
20220918,2022-09-18,642.83,80.38,24.48,17.63,0.243,11.13,41.2
20220919,2022-09-19,498.41,63.87,23.88,17.19,0.246,10.92,41.2
20220920,2022-09-20,493.51,63.34,24.08,17.34,0.23,10.92,41.2
20220921,2022-09-21,504.46,62.54,25.03,18.02,0.252,11.07,41.2
20220922,2022-09-22,476.73,61.24,25.03,18.02,0.228,10.91,41.2
20220923,2022-09-23,562.58,70.32,24.03,17.3,0.234,10.93,41.2
20220924,2022-09-24,669.43,86.93,23.97,17.26,0.269,10.94,41.2
20220925,2022-09-25,657.13,83.85,24.83,17.88,0.259,11.23,41.2
20220926,2022-09-26,502.69,62.65,23.96,17.25,0.249,10.64,41.2
20220927,2022-09-27,486.67,58.54,24.97,17.98,0.252,11.22,41.2
20220928,2022-09-28,483.66,57.78,24.26,17.47,0.187,11.02,41.2
20220929,2022-09-29,500.68,61.32,24.84,17.88,0.263,11.14,41.2
20220930,2022-09-30,546.93,68.55,25.06,18.04,0.227,11.03,41.2
20221001,2022-10-01,623.26,80.72,24.15,17.39,0.284,11.12,41.2
20221002,2022-10-02,627.97,79.3,24.67,17.76,0.254,10.81,41.2
20221003,2022-10-03,473.25,61.27,24.27,17.47,0.246,11.28,41.2
20221004,2022-10-04,501.15,65.49,24.53,17.66,0.226,10.85,41.2
20221005,2022-10-05,493.47,59.64,25.4,18.29,0.233,11.5,41.2
20221006,2022-10-06,481.36,57.36,24.46,17.61,0.218,11.32,41.2
20221007,2022-10-07,535.96,69.22,24.3,17.5,0.234,10.96,41.2
20221008,2022-10-08,662.49,82.76,25.16,18.12,0.258,11.42,41.2
20221009,2022-10-09,639.08,78.92,24.49,17.63,0.252,11.31,41.2
20221010,2022-10-10,491.43,61.45,23.46,16.89,0.253,10.97,41.2
20221011,2022-10-11,484.67,57.7,24.71,17.79,0.25,11.22,41.2
20221012,2022-10-12,493.69,59.01,25.3,18.22,0.229,11.18,41.2
20221013,2022-10-13,505.5,65.03,25.13,18.09,0.252,11.0,41.2
20221014,2022-10-14,555.17,71.87,25.49,18.35,0.261,11.08,41.2
20221015,2022-10-15,664.36,81.74,24.35,17.53,0.239,11.05,41.2
20221016,2022-10-16,669.75,81.13,25.35,18.25,0.214,10.54,41.2
20221017,2022-10-17,479.56,61.12,23.64,17.02,0.239,11.25,41.2
20221018,2022-10-18,479.49,57.02,24.82,17.87,0.246,11.16,41.2
20221019,2022-10-19,497.85,62.59,24.88,17.91,0.221,11.14,41.2
20221020,2022-10-20,507.56,62.17,24.77,17.83,0.25,11.26,41.2
20221021,2022-10-21,542.9,68.83,25.6,18.43,0.266,10.76,41.2
20221022,2022-10-22,658.97,82.82,24.1,17.35,0.254,10.83,41.2
20221023,2022-10-23,645.59,78.52,24.53,17.66,0.226,11.24,41.2
20221024,2022-10-24,495.37,62.32,24.45,17.6,0.251,11.43,41.2
20221025,2022-10-25,486.77,63.12,24.43,17.59,0.261,11.33,41.2
20221026,2022-10-26,497.73,61.22,24.86,17.9,0.235,10.78,41.2
20221027,2022-10-27,502.94,63.79,23.84,17.16,0.256,11.19,41.2
20221028,2022-10-28,541.32,65.21,23.86,17.18,0.228,11.1,41.2
20221029,2022-10-29,651.21,85.12,23.22,16.72,0.223,11.0,41.2
20221030,2022-10-30,652.55,85.31,24.33,17.52,0.239,11.21,41.2
20221031,2022-10-31,498.63,63.7,23.83,17.16,0.241,11.08,41.2
20221101,2022-11-01,489.35,60.98,24.56,17.68,0.239,11.32,41.2
20221102,2022-11-02,477.96,57.12,24.69,17.78,0.231,11.1,41.2
20221103,2022-11-03,496.92,63.14,24.78,17.84,0.222,11.17,41.2
20221104,2022-11-04,567.81,73.53,24.7,17.78,0.268,11.28,41.2
20221105,2022-11-05,636.81,75.8,24.75,17.82,0.203,11.45,41.2
20221106,2022-11-06,637.97,77.33,24.56,17.68,0.217,10.9,41.2
20221107,2022-11-07,502.61,63.41,23.88,17.19,0.257,11.2,41.2
20221108,2022-11-08,472.27,57.62,24.03,17.3,0.291,11.13,41.2
20221109,2022-11-09,507.19,63.24,25.37,18.27,0.234,10.75,41.2
20221110,2022-11-10,477.35,60.53,24.61,17.72,0.252,10.76,41.2
20221111,2022-11-11,540.69,67.2,24.16,17.4,0.246,11.17,41.2
20221112,2022-11-12,652.22,78.32,24.7,17.78,0.221,11.29,41.2
20221113,2022-11-13,643.34,83.84,24.71,17.79,0.239,11.18,41.2
20221114,2022-11-14,497.49,60.83,24.14,17.38,0.242,10.94,41.2
20221115,2022-11-15,511.06,62.4,24.67,17.76,0.224,11.13,41.2
20221116,2022-11-16,494.92,61.52,25.41,18.3,0.259,10.79,41.2
20221117,2022-11-17,481.31,61.42,25.21,18.15,0.238,11.04,41.2
20221118,2022-11-18,570.05,74.02,24.62,17.73,0.252,11.3,41.2
20221119,2022-11-19,623.01,75.43,25.09,18.06,0.255,11.59,41.2
20221120,2022-11-20,795.57,100.66,25.19,18.14,0.271,11.12,41.2
20221121,2022-11-21,624.72,81.93,24.62,17.73,0.23,11.07,41.2
20221122,2022-11-22,612.67,78.3,24.76,17.83,0.265,11.28,41.2
20221123,2022-11-23,598.81,78.18,24.55,17.68,0.252,10.97,41.2
20221124,2022-11-24,617.53,74.77,24.7,17.78,0.241,11.11,41.2
20221125,2022-11-25,698.08,85.5,24.09,17.34,0.25,11.22,41.2
20221126,2022-11-26,778.78,94.0,24.04,17.31,0.249,11.32,41.2
20221127,2022-11-27,840.93,103.08,24.54,17.67,0.231,11.09,41.2
20221128,2022-11-28,603.11,78.18,24.23,17.45,0.231,11.16,41.2
20221129,2022-11-29,629.41,75.4,24.09,17.34,0.211,10.94,41.2
20221130,2022-11-30,606.81,78.18,25.2,18.14,0.252,11.23,41.2
20221201,2022-12-01,609.61,74.26,23.49,16.91,0.198,11.07,41.2
20221202,2022-12-02,680.11,84.51,24.15,17.39,0.248,11.14,41.2
20221203,2022-12-03,814.48,106.52,24.92,17.94,0.202,11.04,41.2
20221204,2022-12-04,824.15,101.85,25.19,18.14,0.259,11.44,41.2
20221205,2022-12-05,591.97,76.93,24.76,17.83,0.261,11.35,41.2
20221206,2022-12-06,605.63,73.03,25.05,18.04,0.234,11.03,41.2
20221207,2022-12-07,612.92,74.68,23.63,17.01,0.245,10.96,41.2
20221208,2022-12-08,612.67,78.84,24.17,17.4,0.242,11.48,41.2
20221209,2022-12-09,692.23,85.48,25.59,18.42,0.23,10.89,41.2
20221210,2022-12-10,793.88,97.95,24.49,17.63,0.262,10.92,41.2
20221211,2022-12-11,842.56,104.12,25.41,18.3,0.221,11.13,41.2
