content_id,title_name,content_type,genre,original_language,release_year,production_budget_m_usd,imdb_rating,episodes_count,is_netflix_original,content_tier
264,Dangerous Echoes: Chapter 3,Docuseries,Drama,Korean,2025,31.4,6.2,7,0,Mid-Tier Hit
265,Hidden Project: Chapter 3,Docuseries,Animation & Anime,English,2023,21.5,6.2,7,1,Core Catalog
266,Shadow Protocol: Chapter 3,TV Series,Drama,English,2021,31.8,6.3,11,1,Mid-Tier Hit
267,Silent Game,TV Series,Horror,English,2022,32.5,7.0,8,1,Mid-Tier Hit
268,Dark Echoes,TV Series,Thriller & Mystery,English,2024,19.2,7.2,16,0,Core Catalog
269,Electric Frontier: Chapter 2,Docuseries,Drama,Korean,2025,2.4,7.1,10,0,Core Catalog
270,Quantum Legacy,Docuseries,Thriller & Mystery,Spanish,2022,19.6,5.9,14,0,Core Catalog
271,Secret Mirror: Chapter 4,TV Series,Sci-Fi & Fantasy,English,2024,28.2,7.0,7,1,Mid-Tier Hit
272,Lost Mirror: Chapter 4,TV Series,Thriller & Mystery,English,2024,24.8,7.6,14,1,Core Catalog
273,Midnight Empire,Movie,Action & Adventure,Korean,2022,13.8,4.7,1,0,Core Catalog
274,Secret Heist,TV Series,Drama,German,2022,38.2,6.4,6,1,Mid-Tier Hit
275,Dangerous City: Chapter 3,Docuseries,Animation & Anime,English,2025,17.8,8.5,12,0,Core Catalog
276,Forbidden Voyage,TV Series,Action & Adventure,Korean,2025,4.7,7.8,6,1,Core Catalog
277,Silent Empire,TV Series,Comedy,Hindi,2024,32.4,8.7,12,1,Mid-Tier Hit
278,Shadow Chronicles: Chapter 3,Live Event,Romance,Japanese,2025,9.7,6.6,1,1,Core Catalog
279,Neon Chronicles: Chapter 4,TV Series,Reality TV & Lifestyle,French,2022,8.6,6.0,16,0,Core Catalog
280,Electric Detective,Animation,Animation & Anime,Japanese,2023,4.7,7.1,10,0,Core Catalog
281,Forbidden Detective,TV Series,Drama,Portuguese,2023,20.6,8.5,11,0,Core Catalog
282,Eternal Project,TV Series,Thriller & Mystery,English,2023,23.5,7.4,16,1,Core Catalog
283,Royal Game,TV Series,Crime & Docuseries,English,2024,11.0,6.6,8,1,Core Catalog
284,Silent Dynasty: Chapter 2,TV Series,Crime & Docuseries,English,2024,9.8,7.5,7,1,Core Catalog
285,Crimson Dynasty,Movie,Comedy,English,2024,16.4,8.5,1,1,Core Catalog
286,Dangerous Chronicles,TV Series,Reality TV & Lifestyle,Japanese,2023,23.9,7.7,13,1,Core Catalog
287,Eternal Project,TV Series,Action & Adventure,English,2023,29.8,6.9,11,1,Mid-Tier Hit
288,Last Frontier: Chapter 4,Live Event,Horror,Japanese,2023,4.2,6.7,1,0,Core Catalog
289,Shadow Heist: Chapter 2,Movie,Comedy,English,2023,4.9,7.1,1,0,Core Catalog
290,Shattered Syndicate: Chapter 2,TV Series,Reality TV & Lifestyle,Portuguese,2021,25.5,9.4,13,1,Mid-Tier Hit
291,Crimson Horizon,Docuseries,Thriller & Mystery,English,2023,12.3,4.2,12,1,Core Catalog
292,Crimson Detective,TV Series,Animation & Anime,English,2022,28.3,6.8,9,0,Mid-Tier Hit
293,Hidden Empire: Chapter 3,Movie,Animation & Anime,French,2021,2.0,8.2,1,1,Core Catalog
294,Electric Protocol,TV Series,Comedy,English,2021,36.5,7.0,12,1,Mid-Tier Hit
295,Hidden City,TV Series,Comedy,Portuguese,2022,7.0,6.0,15,1,Core Catalog
296,Forbidden Heist: Chapter 3,Movie,Thriller & Mystery,English,2023,66.1,8.0,1,1,Mid-Tier Hit
297,Electric Dynasty: Chapter 3,TV Series,Reality TV & Lifestyle,Korean,2022,4.6,7.8,6,1,Core Catalog
298,Neon Heist: Chapter 4,Movie,Action & Adventure,Spanish,2024,39.1,8.0,1,1,Mid-Tier Hit
299,Wild Empire: Chapter 2,Movie,Drama,English,2021,27.5,6.1,1,0,Mid-Tier Hit
300,Forbidden Project: Chapter 2,TV Series,Drama,Korean,2024,23.6,6.6,15,1,Core Catalog
301,Golden Horizon: Chapter 2,Movie,Sci-Fi & Fantasy,English,2024,4.9,6.8,1,1,Core Catalog
302,Lost Voyage,Movie,Thriller & Mystery,Korean,2023,7.2,7.1,1,1,Core Catalog
303,Secret Echoes: Chapter 4,Stand-up Comedy,Thriller & Mystery,Portuguese,2022,28.6,6.7,1,1,Mid-Tier Hit
304,Golden Island: Chapter 4,Movie,Action & Adventure,English,2022,9.7,6.7,1,1,Core Catalog
305,Wild Protocol,TV Series,Action & Adventure,English,2023,10.7,5.6,10,1,Core Catalog
306,Crimson Heist: Chapter 3,Movie,Action & Adventure,English,2022,20.3,6.8,1,1,Core Catalog
307,Dangerous Syndicate: Chapter 3,Docuseries,Animation & Anime,Arabic,2022,13.7,6.3,15,1,Core Catalog
308,Wild Game,Movie,Reality TV & Lifestyle,Spanish,2022,64.4,7.2,1,1,Mid-Tier Hit
309,Secret Code,Movie,Animation & Anime,Korean,2025,15.0,6.4,1,1,Core Catalog
310,Silent Legacy,Movie,Thriller & Mystery,Korean,2024,78.2,6.6,1,1,Mid-Tier Hit
311,Hidden Mirror,Movie,Comedy,English,2021,5.8,7.6,1,1,Core Catalog
312,Silent Project,Animation,Action & Adventure,English,2023,17.4,7.8,9,0,Core Catalog
313,Dangerous Protocol: Chapter 2,Animation,Reality TV & Lifestyle,English,2024,8.2,7.0,16,1,Core Catalog
314,Electric Voyage,Movie,Horror,English,2022,5.8,7.7,1,1,Core Catalog
315,Forbidden Frontier,Movie,Animation & Anime,Korean,2024,9.4,6.3,1,0,Core Catalog
316,Dark Chronicles,TV Series,Animation & Anime,English,2023,22.8,7.5,12,1,Core Catalog
317,Dark Detective,Docuseries,Animation & Anime,English,2024,18.6,7.8,6,1,Core Catalog
318,Infinite Syndicate,Movie,Drama,Hindi,2025,36.6,6.9,1,1,Mid-Tier Hit
319,Secret Kingdom: Chapter 3,Movie,Crime & Docuseries,English,2023,11.2,5.5,1,1,Core Catalog
320,Secret Heist,TV Series,Comedy,Spanish,2023,66.6,6.2,8,0,Mid-Tier Hit
321,Wild Echoes: Chapter 3,TV Series,Crime & Docuseries,English,2023,48.8,6.9,9,1,Mid-Tier Hit
322,Last Project,TV Series,Animation & Anime,Spanish,2022,6.6,5.9,10,1,Core Catalog
323,Electric Protocol,Movie,Romance,English,2022,22.1,6.8,1,1,Core Catalog
324,Electric City: Chapter 2,Movie,Drama,English,2023,13.8,4.9,1,1,Core Catalog
325,Midnight Game,TV Series,Romance,English,2024,7.5,5.5,6,0,Core Catalog
326,Neon Heist,Movie,Thriller & Mystery,English,2023,8.0,6.6,1,0,Core Catalog
327,Lost Chronicles,TV Series,Thriller & Mystery,English,2024,73.5,7.5,6,1,Mid-Tier Hit
328,Shattered Mirror: Chapter 4,Movie,Drama,English,2022,7.8,7.3,1,0,Core Catalog
329,Infinite Dynasty: Chapter 3,TV Series,Animation & Anime,Korean,2022,25.3,8.3,10,1,Mid-Tier Hit
330,Royal Syndicate,Docuseries,Thriller & Mystery,Spanish,2024,13.3,7.4,14,1,Core Catalog
331,Neon Voyage: Chapter 2,TV Series,Crime & Docuseries,Japanese,2023,14.2,6.5,16,1,Core Catalog
332,Lost Protocol,Docuseries,Thriller & Mystery,English,2022,18.6,8.2,9,1,Core Catalog
333,Forbidden Frontier: Chapter 4,Live Event,Sci-Fi & Fantasy,English,2024,9.0,7.0,1,0,Core Catalog
334,Last Chronicles: Chapter 4,Movie,Animation & Anime,English,2023,40.0,6.7,1,1,Mid-Tier Hit
335,Forbidden Signal,Docuseries,Horror,English,2024,43.2,9.4,15,1,Mid-Tier Hit
336,Neon Game: Chapter 4,TV Series,Reality TV & Lifestyle,Japanese,2021,6.8,6.8,17,1,Core Catalog
337,Dangerous Kingdom,TV Series,Thriller & Mystery,English,2024,69.9,6.9,17,1,Mid-Tier Hit
338,Shattered Empire,TV Series,Animation & Anime,Spanish,2022,22.3,8.5,17,1,Core Catalog
339,Shadow Dynasty,Movie,Sci-Fi & Fantasy,English,2024,17.8,7.1,1,1,Core Catalog
340,Quantum Project: Chapter 4,Movie,Drama,Spanish,2024,37.9,7.6,1,0,Mid-Tier Hit
341,Infinite Frontier,Docuseries,Romance,Arabic,2024,4.2,6.9,6,1,Core Catalog
342,Quantum Island: Chapter 2,TV Series,Thriller & Mystery,French,2024,65.5,7.2,16,1,Mid-Tier Hit
343,Dark Protocol,TV Series,Crime & Docuseries,English,2024,116.7,6.0,16,1,Blockbuster Tentpole
344,Neon Chronicles,TV Series,Drama,Portuguese,2025,27.0,8.3,10,0,Mid-Tier Hit
345,Golden Legacy: Chapter 2,Docuseries,Romance,French,2024,18.5,7.1,8,1,Core Catalog
346,Last Signal,Docuseries,Sci-Fi & Fantasy,Korean,2023,22.1,5.2,7,1,Core Catalog
347,Wild Echoes: Chapter 2,TV Series,Thriller & Mystery,English,2023,11.6,8.1,16,1,Core Catalog
348,Infinite Syndicate: Chapter 2,Docuseries,Animation & Anime,Portuguese,2022,59.5,7.4,15,1,Mid-Tier Hit
349,Shadow City,Docuseries,Drama,English,2024,57.0,7.9,7,1,Mid-Tier Hit
350,Shattered Project,Docuseries,Crime & Docuseries,Korean,2025,18.6,7.8,7,1,Core Catalog
351,Lost Dynasty: Chapter 4,Movie,Animation & Anime,Spanish,2024,6.7,7.7,1,1,Core Catalog
352,Electric Legacy,Docuseries,Animation & Anime,English,2024,20.7,7.2,6,0,Core Catalog
353,Crimson Game: Chapter 3,Movie,Action & Adventure,English,2022,13.9,6.4,1,1,Core Catalog
354,Midnight Echoes,TV Series,Reality TV & Lifestyle,English,2023,15.7,7.5,9,1,Core Catalog
355,Dangerous Code,TV Series,Animation & Anime,English,2024,26.5,6.6,9,1,Mid-Tier Hit
356,Silent Chronicles,TV Series,Crime & Docuseries,Hindi,2022,55.1,7.0,10,1,Mid-Tier Hit
357,Wild Mirror,TV Series,Animation & Anime,Korean,2022,7.4,8.0,14,1,Core Catalog
358,Neon Game: Chapter 4,TV Series,Crime & Docuseries,Japanese,2023,13.2,7.9,12,0,Core Catalog
359,Eternal Game: Chapter 4,TV Series,Sci-Fi & Fantasy,Spanish,2024,22.2,6.5,7,0,Core Catalog
360,Infinite Protocol,TV Series,Animation & Anime,English,2025,13.3,8.0,15,1,Core Catalog
361,Midnight Protocol: Chapter 2,Stand-up Comedy,Animation & Anime,English,2024,10.1,6.6,1,0,Core Catalog
362,Lost Protocol,Docuseries,Crime & Docuseries,Korean,2023,12.9,7.8,8,1,Core Catalog
363,Electric Frontier,Movie,Action & Adventure,English,2024,25.2,8.2,1,0,Mid-Tier Hit
364,Shattered Dynasty,Docuseries,Crime & Docuseries,English,2023,9.7,6.4,16,0,Core Catalog
365,Royal Empire: Chapter 4,Animation,Romance,English,2024,14.3,7.6,12,1,Core Catalog
366,Royal Dynasty,Movie,Sci-Fi & Fantasy,English,2021,16.7,7.9,1,1,Core Catalog
367,Last Syndicate: Chapter 2,Movie,Romance,Korean,2022,8.8,7.7,1,1,Core Catalog
368,Lost Horizon: Chapter 2,TV Series,Drama,Japanese,2025,51.6,6.5,15,1,Mid-Tier Hit
369,Lost Protocol,TV Series,Drama,English,2023,56.1,7.2,8,1,Mid-Tier Hit
370,Lost Voyage: Chapter 4,TV Series,Animation & Anime,English,2025,10.1,6.3,8,1,Core Catalog
371,Wild Chronicles,Movie,Action & Adventure,Hindi,2024,24.0,8.9,1,1,Core Catalog
372,Lost Mirror,TV Series,Thriller & Mystery,English,2022,27.5,6.9,6,1,Mid-Tier Hit
373,Quantum Project,TV Series,Horror,English,2024,20.3,7.8,15,1,Core Catalog
374,Royal Dynasty,TV Series,Thriller & Mystery,German,2024,32.2,6.2,10,0,Mid-Tier Hit
375,Royal Signal,Docuseries,Sci-Fi & Fantasy,Hindi,2025,8.4,5.4,8,0,Core Catalog
376,Last Protocol: Chapter 3,Docuseries,Crime & Docuseries,English,2023,30.6,8.3,9,0,Mid-Tier Hit
377,Royal Game: Chapter 4,Movie,Reality TV & Lifestyle,Spanish,2025,20.3,8.2,1,1,Core Catalog
378,Last Dynasty,Movie,Thriller & Mystery,English,2023,13.6,7.3,1,0,Core Catalog
379,Infinite Syndicate: Chapter 3,TV Series,Action & Adventure,English,2025,36.3,7.4,17,1,Mid-Tier Hit
380,Electric Code: Chapter 2,TV Series,Romance,English,2023,11.8,8.8,7,0,Core Catalog
381,Dangerous City: Chapter 3,TV Series,Drama,English,2023,6.4,7.3,13,1,Core Catalog
382,Lost City: Chapter 4,Docuseries,Crime & Docuseries,Spanish,2022,10.7,7.3,10,1,Core Catalog
383,Last Protocol,TV Series,Sci-Fi & Fantasy,English,2023,25.3,6.9,7,1,Mid-Tier Hit
384,Neon Chronicles,Docuseries,Romance,English,2021,29.1,5.3,8,1,Mid-Tier Hit
385,Crimson Chronicles: Chapter 4,TV Series,Animation & Anime,English,2023,41.5,8.3,11,1,Mid-Tier Hit
386,Royal Heist,TV Series,Comedy,Spanish,2021,4.9,7.4,7,0,Core Catalog
387,Crimson Game: Chapter 3,Movie,Horror,English,2024,11.0,6.9,1,1,Core Catalog
388,Silent Chronicles: Chapter 4,TV Series,Sci-Fi & Fantasy,Korean,2023,20.2,6.8,11,1,Core Catalog
389,Electric Kingdom: Chapter 3,Movie,Reality TV & Lifestyle,French,2023,15.2,7.5,1,1,Core Catalog
390,Golden Mirror,Movie,Action & Adventure,Hindi,2024,17.4,6.8,1,1,Core Catalog
391,Electric Echoes: Chapter 4,Movie,Drama,English,2022,32.5,7.1,1,1,Mid-Tier Hit
392,Dangerous Detective: Chapter 3,Docuseries,Sci-Fi & Fantasy,English,2023,11.4,6.2,12,1,Core Catalog
393,Wild Empire: Chapter 3,TV Series,Action & Adventure,French,2025,17.6,6.6,16,1,Core Catalog
394,Eternal Chronicles,TV Series,Action & Adventure,Japanese,2025,35.4,5.3,17,0,Mid-Tier Hit
395,Lost Code,TV Series,Reality TV & Lifestyle,English,2024,14.2,6.3,13,1,Core Catalog
396,Infinite Signal,TV Series,Drama,English,2024,7.3,6.2,17,0,Core Catalog
397,Infinite Legacy,TV Series,Romance,English,2023,20.1,6.0,9,1,Core Catalog
398,Midnight Heist,Docuseries,Romance,English,2021,57.6,6.3,7,0,Mid-Tier Hit
399,Last City,TV Series,Crime & Docuseries,English,2025,32.8,7.4,8,0,Mid-Tier Hit
400,Shadow Kingdom,Docuseries,Comedy,Korean,2024,20.0,4.4,10,1,Core Catalog
